time,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
0.0,-0.654104,-1.0,-1.0,-0.7712952,-0.96823948,-1.0,-1.0,-1.0,-1.0,-0.7387284000000001,-0.552944,-1.0,-1.0,-1.0,-0.3878719999999999,-0.4246559999999999,-1.0
0.04,-0.6707524,-1.0,-1.0,-0.774858,-0.96439432,-1.0,-1.0,-1.0,-1.0,-0.745476,-0.588608,-0.94632,-1.0,-1.0,-0.49229199999999995,-0.503,-1.0
0.08,-0.6988592,-1.0,-1.0,-0.8176288,-0.97351708,-1.0,-1.0,-1.0,-1.0,-0.7601244,-0.512648,-0.8461164,-0.9441116,-1.0,-0.48351199999999994,-0.6729464000000001,-1.0
0.12,-0.7299316,-1.0,-1.0,-0.8178084,-0.96975068,-1.0,-1.0,-1.0,-1.0,-0.7738756,-0.30187600000000003,-0.7637012,-0.9191308,-1.0,-0.397404,-0.8633588,-1.0
0.16,-0.772708,-1.0,-1.0,-0.8696376,-0.98536376,-1.0,-1.0,-1.0,-1.0,-0.776796,-0.14977600000000013,-0.7581952000000001,-0.8659744,-1.0,-0.3554919999999999,-0.9273768,-1.0
0.2,-0.7773972,-1.0,-1.0,-0.8902744,-0.98682784,-1.0,-1.0,-1.0,-1.0,-0.7660936,-0.14829199999999998,-0.8037719999999999,-0.9040703999999999,-1.0,-0.346568,-0.9492108,-1.0
0.24,-0.7563272,-1.0,-1.0,-0.9088284,-0.997724512,-1.0,-1.0,-1.0,-1.0,-0.7887535999999999,-0.21702399999999988,-0.8222659999999999,-0.9290508,-1.0,-0.38692400000000005,-1.0,-1.0
0.28,-0.7227140000000001,-1.0,-1.0,-0.8294904,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8599019999999999,-0.27583599999999997,-0.7770724,-0.9822072,-1.0,-0.536064,-1.0,-1.0
0.32,-0.7477784000000001,-1.0,-1.0,-0.77207,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8818988,-0.20141600000000004,-0.7539932,-1.0,-1.0,-0.6701628,-0.98944128,-1.0
0.36,-0.7488395999999999,-1.0,-1.0,-0.7455016,-0.99456888,-1.0,-1.0,-1.0,-1.0,-0.8778155999999999,-0.2511199999999999,-0.733498,-1.0,-1.0,-0.5894280000000001,-0.922154,-1.0
0.4,-0.760168,-1.0,-1.0,-0.79761,-0.98888968,-1.0,-1.0,-1.0,-1.0,-0.8312092,-0.3550279999999999,-0.7144248,-1.0,-1.0,-0.4177719999999999,-0.881976,-1.0
0.44,-0.7176056,-1.0,-1.0,-0.8106864,-0.98888968,-1.0,-1.0,-1.0,-1.0,-0.8602624,-0.454144,-0.7756992,-0.99497972,-1.0,-0.23063199999999995,-0.8925344,-1.0
0.48,-0.7557752,-1.0,-1.0,-0.789942,-0.98505604,-1.0,-1.0,-1.0,-1.0,-0.8387356,-0.450048,-0.83735,-0.99497972,-1.0,-0.1838359999999999,-0.9598215999999999,-1.0
0.52,-0.771772,-1.0,-1.0,-0.7895552,-0.99073524,-1.0,-1.0,-1.0,-1.0,-0.8068372,-0.3871159999999999,-0.9285768,-0.99497972,-1.0,-0.07603599999999999,-0.96695324,-1.0
0.56,-0.818414,-1.0,-1.0,-0.8433816,-0.9900302,-1.0,-1.0,-1.0,-1.0,-0.7558088000000001,-0.32865999999999995,-0.9224068,-1.0,-1.0,-0.009472000000000036,-0.937872,-1.0
0.6,-0.8400708,-1.0,-1.0,-0.9538124,-0.98746656,-1.0,-1.0,-1.0,-1.0,-0.770578,-0.27993199999999996,-0.8788192,-0.999527192,-1.0,0.01868000000000003,-0.8452052,-1.0
0.64,-0.8743212,-1.0,-1.0,-0.940858,-0.9690712,-1.0,-1.0,-0.96837868,-1.0,-0.7419640000000001,-0.196056,-0.8164011999999999,-0.999527192,-1.0,-0.026903999999999817,-0.7904012,-1.0
0.68,-0.8875288,-1.0,-1.0,-0.9006928,-0.9555084,-1.0,-1.0,-0.96837868,-1.0,-0.7136511999999999,-0.19855999999999996,-0.7927872,-0.997358428,-1.0,-0.14294799999999996,-0.819482,-1.0
0.72,-0.9012988,-1.0,-1.0,-0.8388936,-0.9254496,-1.0,-1.0,-0.96837868,-1.0,-0.6757172,-0.2250319999999999,-0.7699891999999999,-0.98661364,-1.0,-0.31366799999999995,-0.89212,-1.0
