time,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
0.0,-1.0,-1.0,-1.0,-1.0,-0.8304592,-0.520132,-0.98973008,-1.0,-1.0,-1.0,0.2627480000000002,-0.99043444,-1.0,-1.0,-0.98039424,-0.7159376,-1.0
0.04,-1.0,-1.0,-1.0,-1.0,-0.8294416,-0.5523959999999999,-0.975557,-1.0,-1.0,-1.0,0.549844,-0.996811484,-1.0,-1.0,-0.99346476,-0.866702,-1.0
0.08,-1.0,-1.0,-1.0,-1.0,-0.8173576,-0.5536479999999999,-0.9464456,-1.0,-1.0,-1.0,0.6253280000000001,-0.98851488,-1.0,-1.0,-1.0,-0.8717699999999999,-1.0
0.12,-1.0,-1.0,-1.0,-1.0,-0.7954636,-0.57804,-0.96110548,-1.0,-1.0,-1.0,0.5448839999999999,-0.98851488,-1.0,-1.0,-0.98956348,-0.57016,-1.0
0.16,-0.98682324,-1.0,-1.0,-1.0,-0.818226,-0.564708,-0.952264,-1.0,-1.0,-1.0,0.41435600000000017,-0.9464475999999999,-1.0,-1.0,-0.97159772,-0.3879119999999999,-1.0
0.2,-0.97931216,-1.0,-1.0,-1.0,-0.8431316,-0.5669439999999999,-0.98094368,-1.0,-1.0,-1.0,0.584624,-0.9579328,-1.0,-1.0,-0.97159772,-0.3578,-1.0
0.24,-0.97931216,-1.0,-1.0,-1.0,-0.860406,-0.528344,-0.96608168,-1.0,-1.0,-1.0,0.766076,-0.9579328,-1.0,-0.999200628,-0.98203424,-0.6980188,-1.0
0.28,-0.99248892,-1.0,-1.0,-1.0,-0.8391808,-0.5571119999999999,-0.97232544,-1.0,-1.0,-1.0,0.6691720000000001,-1.0,-1.0,-0.999200628,-0.9342724,-0.6193523999999999,-1.0
0.32,-1.0,-1.0,-1.0,-1.0,-0.8109168,-0.589836,-0.9761806,-1.0,-1.0,-1.0,0.559504,-1.0,-1.0,-0.999200628,-0.9342724,-0.56532,-1.0
0.36,-1.0,-1.0,-1.0,-1.0,-0.7891968,-0.6601935999999999,-0.997402352,-1.0,-1.0,-1.0,0.39694399999999996,-1.0,-1.0,-1.0,-0.9342724,-0.291616,-1.0
0.4,-1.0,-1.0,-1.0,-1.0,-0.7749468,-0.6794448,-1.0,-1.0,-1.0,-1.0,0.48650000000000015,-1.0,-1.0,-1.0,-0.98540636,-0.34207999999999994,-1.0
0.44,-1.0,-1.0,-1.0,-1.0,-0.7899996,-0.6944404,-1.0,-1.0,-1.0,-1.0,0.347804,-1.0,-1.0,-1.0,-0.9098032,-0.14978399999999992,-1.0
