time,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
0.0,-0.6523783999999999,-0.701908,-0.598384,-1.0,-0.7710948,-0.4833759999999999,-1.0,-0.9595716,-1.0,-0.9280288,-1.0,-0.7574936,-0.7979324,-0.9738486,-0.97123048,-1.0,-1.0
0.04,-0.7773724,-0.8322035999999999,-0.568248,-1.0,-0.7741692,-0.32756399999999986,-1.0,-0.98531712,-0.97927296,-0.97335056,-1.0,-0.7089468,-0.8059848,-0.99128288,-0.99041016,-1.0,-1.0
0.08,-0.8707184,-0.8865536,-0.5421959999999999,-1.0,-0.7655647999999999,-0.266448,-1.0,-0.9595232,-0.9541172,-0.9951078,-1.0,-0.6859728,-0.8266648,-1.0,-1.0,-1.0,-1.0
0.12,-0.9182888,-0.8525271999999999,-0.5003839999999999,-1.0,-0.7320252,-0.27239199999999997,-1.0,-0.8914288,-0.9303812,-0.99547008,-1.0,-0.6389587999999999,-0.8017348,-1.0,-1.0,-0.99497104,-1.0
0.16,-0.9042036,-0.8792244,-0.45831999999999995,-1.0,-0.7305235999999999,-0.3144839999999999,-1.0,-0.8396408,-0.9161504,-0.98402332,-1.0,-0.6428296,-0.8061268,-1.0,-1.0,-0.99497104,-1.0
0.2,-0.8626636,-0.9090895999999999,-0.41322400000000004,-1.0,-0.7246956,-0.296156,-1.0,-0.8334616,-0.8937196,-0.96765208,-1.0,-0.6248408,-0.7802512,-1.0,-1.0,-0.99497104,-1.0
0.24,-0.8442544,-0.923828,-0.39832,-1.0,-0.7252524,-0.271748,-1.0,-0.8987164,-0.8688844,-0.9369888,-1.0,-0.6353996,-0.8115688,-1.0,-1.0,-1.0,-1.0
0.28,-0.834876,-0.8938204,-0.3806959999999999,-1.0,-0.6999328,-0.209376,-1.0,-0.9286048,-0.8453508,-0.9484356,-1.0,-0.623642,-0.830278,-1.0,-1.0,-1.0,-1.0
0.32,-0.8488336,-0.9013476,-0.402208,-1.0,-0.717516,-0.23710799999999999,-1.0,-0.9740542,-0.8601076,-0.9465568,-1.0,-0.575944,-0.8360988,-1.0,-1.0,-0.99608208,-1.0
0.36,-0.8341528,-0.8889568,-0.39103199999999994,-1.0,-0.7115579999999999,-0.25215199999999993,-1.0,-0.96260236,-0.8793828,-0.9405088,-1.0,-0.548816,-0.8121956,-1.0,-1.0,-0.99082952,-1.0
0.4,-0.8205376,-0.8487088,-0.3706719999999999,-1.0,-0.7466548,-0.28904799999999997,-1.0,-0.96089728,-0.9206804,-0.915288,-1.0,-0.5728880000000001,-0.7854676,-1.0,-1.0,-0.9545816,-1.0
0.44,-0.8028628,-0.8163928,-0.3556719999999999,-0.97087036,-0.74788,-0.24470399999999992,-1.0,-0.9199648,-0.9249772,-0.9177572,-1.0,-0.599644,-0.7927116,-1.0,-1.0,-0.9584996,-1.0
0.48,-0.7864032,-0.82102,-0.339716,-0.97087036,-0.7536424,-0.1590799999999999,-1.0,-0.872424,-0.9116388,-0.9428444,-1.0,-0.549188,-0.7957616,-1.0,-1.0,-0.96375216,-1.0
0.52,-0.8330072,-0.8892308,-0.38092799999999993,-0.97087036,-0.7499024000000001,-0.11202800000000002,-1.0,-0.8428476,-0.8961852,-0.9517688,-1.0,-0.5549959999999999,-0.7979144,-1.0,-1.0,-1.0,-1.0
0.56,-0.8636804,-0.8912764,-0.3865599999999999,-1.0,-0.748046,-0.0783879999999999,-1.0,-0.8336516,-0.891246,-0.9375168,-1.0,-0.5424800000000001,-0.7695636,-1.0,-1.0,-1.0,-1.0
0.6,-0.9012968,-0.9035508,-0.408288,-1.0,-0.7648616,-0.13302799999999992,-1.0,-0.847584,-0.896282,-0.9418044,-1.0,-0.578292,-0.7285336,-1.0,-1.0,-0.96101852,-1.0
0.64,-0.8639532,-0.8871972,-0.41260399999999997,-1.0,-0.7791116,-0.14541199999999987,-1.0,-0.8701964,-0.8758656,-0.9358556,-1.0,-0.542796,-0.688326,-1.0,-1.0,-0.96101852,-1.0
0.68,-0.8681504,-0.8680672,-0.4390280000000001,-1.0,-0.7622104000000001,-0.13260000000000005,-1.0,-0.8386752,-0.865254,-0.96812208,-1.0,-0.601316,-0.6707192,-1.0,-1.0,-0.936738,-1.0
0.72,-0.8680024,-0.8910688,-0.467828,-0.99549752,-0.733316,-0.1241239999999999,-1.0,-0.8296052,-0.8646115999999999,-0.97775484,-1.0,-0.6489868,-0.7026792,-1.0,-1.0,-0.96155012,-1.0
0.76,-0.8864452,-0.85919,-0.48439199999999993,-0.9771688,-0.6894895999999999,-0.11165599999999998,-1.0,-0.76959,-0.8532071999999999,-0.98638416,-1.0,-0.670866,-0.7616191999999999,-1.0,-1.0,-0.9371624,-1.0
0.8,-0.9129204,-0.8671536,-0.47420399999999996,-0.9538044,-0.6578444,-0.1757639999999998,-1.0,-0.7677503999999999,-0.8508479999999999,-0.98638416,-1.0,-0.566972,-0.7946604,-1.0,-0.9053628,-0.8747552,-1.0
0.84,-0.9484804,-0.8800832,-0.472032,-0.9583072,-0.6371156,-0.17836399999999997,-1.0,-0.7339832,-0.83098,-0.98638416,-1.0,-0.4613999999999999,-0.781706,-1.0,-0.7309204,-0.745082,-1.0
0.88,-0.99356128,-0.9479436,-0.4744759999999999,-0.97663576,-0.6043932,-0.12019999999999997,-1.0,-0.7217936,-0.8224304,-1.0,-1.0,-0.43425199999999997,-0.819498,-1.0,-0.44558,-0.6357372,-1.0
0.92,-1.0,-0.96227732,-0.47718399999999994,-1.0,-0.5864480000000001,-0.05883599999999989,-1.0,-0.7030284,-0.7963792,-0.996122104,-1.0,-0.456484,-0.8395895999999999,-1.0,-0.273308,-0.6229168,-1.0
0.96,-0.99380848,-0.9310248,-0.454288,-1.0,-0.5764480000000001,0.000196000000000085,-0.990805,-0.6658776,-0.7947728,-0.96115784,-1.0,-0.523152,-0.8794404,-1.0,-0.31200399999999995,-0.7195084,-1.0
1.0,-0.99380848,-0.8929312,-0.40374,-0.998393112,-0.5776519999999999,0.005756000000000094,-0.990805,-0.6588312000000001,-0.8005124,-0.9384248,-1.0,-0.51764,-0.8747624,-1.0,-0.47173999999999994,-0.7634056,-1.0
1.04,-0.99380848,-0.9276552,-0.3734519999999999,-0.998393112,-0.584776,0.014216000000000006,-0.990805,-0.6462748,-0.7878008000000001,-0.9423028,-1.0,-0.468136,-0.8853316,-1.0,-0.416824,-0.593864,-1.0
1.08,-1.0,-0.96190636,-0.37971199999999994,-0.998393112,-0.5678559999999999,-0.022491999999999845,-1.0,-0.6684923999999999,-0.7601988,-0.977267,-1.0,-0.408516,-0.8670036,-1.0,-0.22478399999999987,-0.34907199999999994,-1.0
1.12,-1.0,-1.0,-0.39660399999999996,-1.0,-0.5434599999999999,-0.08442000000000005,-1.0,-0.6801147999999999,-0.7194904,-1.0,-1.0,-0.37129599999999996,-0.8258392,-1.0,-0.04711999999999994,-0.16835999999999995,-1.0
1.16,-1.0,-1.0,-0.40718,-1.0,-0.496564,-0.10731199999999985,-1.0,-0.6918864,-0.6755312,-0.9807836,-1.0,-0.48528400000000005,-0.8126424,-1.0,-0.059628000000000014,-0.24703999999999993,-1.0
1.2,-1.0,-1.0,-0.456064,-1.0,-0.47018000000000004,-0.05859599999999998,-1.0,-0.7442416000000001,-0.6319771999999999,-0.9807836,-1.0,-0.5175,-0.8488892,-1.0,-0.06036399999999986,-0.38578,-1.0
1.24,-1.0,-1.0,-0.476016,-1.0,-0.458576,0.023276000000000074,-1.0,-0.7909808,-0.599996,-0.9807836,-1.0,-0.5169519999999999,-0.8878888,-1.0,0.0032400000000001317,-0.509056,-1.0
1.28,-1.0,-1.0,-0.500464,-1.0,-0.4456119999999999,0.05745599999999995,-1.0,-0.8227443999999999,-0.5780319999999999,-1.0,-1.0,-0.439604,-0.8903411999999999,-1.0,0.09000800000000009,-0.48883599999999994,-1.0
1.32,-1.0,-1.0,-0.479688,-1.0,-0.426048,-0.0031119999999998926,-1.0,-0.7764492,-0.54868,-0.98466316,-1.0,-0.4570719999999999,-0.894582,-1.0,0.14225600000000016,-0.4797119999999999,-1.0
