time,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
0.0,-1.0,-1.0,-1.0,-1.0,-0.8674776,-0.9102555999999999,-1.0,-1.0,-1.0,-1.0,-0.7987143999999999,-0.23596799999999996,-0.7018431999999999,-0.7543564,-0.7306176,-0.419944,-1.0
0.04,-1.0,-1.0,-0.996445748,-0.9458968,-0.8493832,-0.9474972,-1.0,-1.0,-1.0,-1.0,-0.8186359999999999,-0.39812400000000003,-0.757908,-0.806332,-0.8207264,-0.5055,-1.0
0.08,-1.0,-1.0,-0.9599603999999999,-0.9458408,-0.8415012,-0.97741212,-1.0,-1.0,-1.0,-1.0,-0.8091872,-0.44899999999999995,-0.7899612,-0.8383676,-0.8346515999999999,-0.525768,-1.0
0.12,-1.0,-1.0,-0.9184936,-0.9458408,-0.8416056,-0.97741212,-1.0,-1.0,-1.0,-1.0,-0.8057448,-0.401396,-0.79096,-0.8488131999999999,-0.7865991999999999,-0.4667,-1.0
0.16,-1.0,-1.0,-0.9051352,-0.9999438436,-0.8385576,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8148228,-0.45774800000000004,-0.819562,-0.8383684,-0.7758112,-0.44933999999999996,-1.0
0.2,-1.0,-1.0,-0.9416208,-0.98432164,-0.8294056,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8482803999999999,-0.4319719999999999,-0.7941616,-0.8178216,-0.769324,-0.4561799999999999,-1.0
0.24,-1.0,-1.0,-0.951038,-0.97029712,-0.8018672,-1.0,-1.0,-1.0,-1.0,-1.0,-0.8714299999999999,-0.409644,-0.7870848,-0.8075688,-0.754584,-0.5066999999999999,-1.0
0.28,-1.0,-1.0,-0.923464,-0.9493776,-0.7777432,-0.98790932,-1.0,-1.0,-0.99261136,-1.0,-0.9098923999999999,-0.27701600000000004,-0.7583376,-0.7873724,-0.7498136,-0.49217599999999995,-1.0
0.32,-1.0,-0.98803376,-0.923464,-0.9241984,-0.7675968,-0.98790932,-1.0,-1.0,-0.99261136,-1.0,-0.890386,-0.26230399999999987,-0.7985584,-0.772636,-0.7780743999999999,-0.45542800000000006,-1.0
0.36,-1.0,-0.98803376,-0.9540456,-0.9158872,-0.7752268,-0.98790932,-1.0,-1.0,-0.99261136,-1.0,-0.8979344,-0.23498799999999997,-0.8218316,-0.7483388,-0.8002996,-0.40266,-1.0
0.4,-1.0,-0.98803376,-0.9949778,-0.9368068,-0.7996872,-1.0,-1.0,-1.0,-1.0,-1.0,-0.901388,-0.286092,-0.8664696,-0.7341692,-0.8341476,-0.436372,-1.0
0.44,-1.0,-1.0,-0.9949778,-0.9776642799999999,-0.8043532,-0.96478372,-1.0,-1.0,-1.0,-1.0,-0.9170684,-0.32646399999999987,-0.8416916,-0.7411840000000001,-0.821242,-0.482348,-1.0
0.48,-1.0,-1.0,-0.9818314,-0.99641446,-0.8110112,-0.9462604,-1.0,-1.0,-1.0,-1.0,-0.8786716,-0.36752399999999996,-0.8050172,-0.7503524,-0.8135,-0.500148,-1.0
0.52,-1.0,-1.0,-0.97558796,-0.99641446,-0.8123184,-0.9462604,-1.0,-1.0,-1.0,-1.0,-0.8821688,-0.40638399999999997,-0.7435852000000001,-0.753634,-0.8136091999999999,-0.509444,-1.0
0.56,-1.0,-1.0,-0.9183652,-0.99641446,-0.802848,-0.98147668,-1.0,-1.0,-0.99615906,-1.0,-0.9013804,-0.40659599999999996,-0.7892948,-0.7434364,-0.83228,-0.49773999999999996,-1.0
0.6,-1.0,-1.0,-0.9078244,-0.98728608,-0.804836,-1.0,-1.0,-1.0,-0.9915642,-1.0,-0.9541372,-0.385856,-0.8504887999999999,-0.733686,-0.8252788,-0.4446,-1.0
0.64,-1.0,-1.0,-0.9079056,-0.98728608,-0.8096224,-1.0,-1.0,-1.0,-0.9915642,-1.0,-0.9265372000000001,-0.37783599999999995,-0.9436516,-0.7341591999999999,-0.7849136,-0.4286559999999999,-1.0
0.68,-1.0,-1.0,-0.9389656,-0.98728608,-0.8362612,-1.0,-1.0,-1.0,-0.99125316,-1.0,-0.9142352,-0.3350439999999999,-0.897716,-0.7308216,-0.8047432,-0.43367199999999995,-1.0
0.72,-1.0,-0.96263756,-0.9347636,-0.97505928,-0.8412968,-0.98197876,-1.0,-1.0,-0.99584804,-1.0,-0.8886651999999999,-0.35097199999999995,-0.8172524,-0.7090175999999999,-0.8153176,-0.451736,-1.0
0.76,-1.0,-0.96263756,-0.9246308,-0.97505928,-0.8339592,-0.98197876,-1.0,-1.0,-0.99584804,-1.0,-0.868904,-0.31156399999999984,-0.7879304,-0.6873579999999999,-0.8478428,-0.3844599999999999,-1.0
0.8,-1.0,-0.96263756,-0.9395868,-0.97505928,-0.8059624,-0.98197876,-1.0,-1.0,-0.98624244,-1.0,-0.8313216,-0.30911599999999995,-0.8654455999999999,-0.6641876,-0.8208328,-0.298616,-1.0
0.84,-1.0,-0.9628788,-0.951074,-0.97897468,-0.7824768,-1.0,-1.0,-1.0,-0.98608496,-1.0,-0.828128,-0.2959639999999999,-0.903508,-0.6839248,-0.8094787999999999,-0.27896,-1.0
