time,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
0.0,-0.45722399999999996,-1.0,-1.0,-0.98756852,-0.7264968,-0.55514,-1.0,-0.9286104,-0.98813104,-0.587028,-1.0,-0.611838,-1.0,-1.0,-1.0,-0.8287972,-1.0
0.04,-0.465824,-1.0,-1.0,-0.9544568,-0.7389832000000001,-0.5957919999999999,-1.0,-0.80504,-0.996043676,-0.519784,-0.9754154,-0.513304,-1.0,-1.0,-0.99243936,-0.596624,-1.0
0.08,-0.471892,-1.0,-1.0,-0.9571343999999999,-0.7442451999999999,-0.6202932,-1.0,-0.7737792,-1.0,-0.531004,-0.9754154,-0.46707999999999994,-1.0,-1.0,-0.99243936,-0.56328,-1.0
0.12,-0.470468,-1.0,-1.0,-0.9502192,-0.7420452,-0.5444,-1.0,-0.757308,-0.98964812,-0.526044,-0.9754154,-0.381532,-1.0,-1.0,-0.99243936,-0.569868,-1.0
0.16,-0.4544919999999999,-1.0,-1.0,-0.9916188,-0.7576556,-0.53528,-1.0,-0.772728,-0.98964812,-0.549828,-0.9393332,-0.28434800000000005,-1.0,-1.0,-1.0,-0.6383444,-1.0
0.2,-0.46798400000000007,-1.0,-1.0,-0.9930848,-0.7657128,-0.5090759999999999,-1.0,-0.7448656,-0.98964812,-0.47717199999999993,-0.9393332,-0.24217600000000006,-1.0,-1.0,-1.0,-0.5104599999999999,-1.0
0.24,-0.49539599999999995,-1.0,-1.0,-1.0,-0.7602108000000001,-0.477464,-0.998334972,-0.697248,-0.98995408,-0.46643199999999996,-0.9332092,-0.24317600000000006,-1.0,-1.0,-0.9204348,-0.5616479999999999,-1.0
0.28,-0.545932,-1.0,-1.0,-1.0,-0.7446476,-0.3622679999999999,-0.99159444,-0.6851148,-0.98156012,-0.49981999999999993,-0.99387612,-0.3488119999999999,-1.0,-1.0,-0.7493384,-0.541804,-1.0
0.32,-0.5706199999999999,-1.0,-1.0,-1.0,-0.7253008000000001,-0.30712800000000007,-0.99159444,-0.6529764,-0.9508072,-0.5582959999999999,-0.99387612,-0.30358799999999997,-1.0,-1.0,-0.679314,-0.6482087999999999,-1.0
0.36,-0.595564,-1.0,-1.0,-1.0,-0.6844068,-0.29348399999999986,-0.9850384,-0.7164168,-0.9317012,-0.5687719999999999,-1.0,-0.2522239999999999,-1.0,-1.0,-0.7588792,-0.557016,-1.0
0.4,-0.5659,-1.0,-1.0,-1.0,-0.6415896,-0.347912,-0.99177896,-0.7249436,-0.9048756,-0.525408,-1.0,-0.2456879999999999,-1.0,-1.0,-0.9299756,-0.5257799999999999,-1.0
0.44,-0.49528800000000006,-1.0,-1.0,-1.0,-0.6248191999999999,-0.38517999999999997,-0.99177896,-0.7467303999999999,-0.908944,-0.46721599999999996,-1.0,-0.29774,-1.0,-1.0,-0.98008976,-0.475708,-1.0
0.48,-0.429736,-1.0,-1.0,-1.0,-0.6345716,-0.41312800000000005,-1.0,-0.7331559999999999,-0.9104692,-0.47468,-1.0,-0.4167519999999999,-1.0,-1.0,-0.955372,-0.522384,-1.0
0.52,-0.3559,-1.0,-1.0,-1.0,-0.6405752,-0.451164,-1.0,-0.7550212,-0.8937396,-0.4079959999999999,-1.0,-0.37008399999999997,-1.0,-1.0,-0.955372,-0.47430400000000006,-1.0
0.56,-0.355776,-1.0,-1.0,-1.0,-0.6108396,-0.41058799999999995,-1.0,-0.819864,-0.8726688,-0.37273999999999996,-1.0,-0.32587199999999994,-1.0,-1.0,-0.97528212,-0.49097199999999996,-1.0
0.6,-0.398208,-1.0,-1.0,-1.0,-0.583384,-0.41157999999999995,-1.0,-0.7811192,-0.823768,-0.3316279999999999,-1.0,-0.18623199999999995,-1.0,-1.0,-0.97317188,-0.589424,-1.0
0.64,-0.45931599999999995,-1.0,-1.0,-1.0,-0.566428,-0.354444,-1.0,-0.6818352,-0.7813664,-0.29774,-1.0,-0.1572119999999999,-1.0,-1.0,-0.97171752,-0.6582272,-1.0
