time,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
0.0,-1.0,-1.0,-0.8401884,-1.0,-0.6204091999999999,-0.8360348,-1.0,-0.98428196,-0.8357508,-0.9174952,-1.0,-1.0,-1.0,-1.0,0.3163600000000002,1.0,-0.24217999999999995
0.04,-0.9398972,-1.0,-0.7586932,-1.0,-0.6867044,-0.6986384,-1.0,-0.8970224,-0.8467956,-0.96065804,-1.0,-1.0,-1.0,-1.0,0.36294800000000005,0.9848920000000001,-0.203476
0.08,-0.918982,-1.0,-0.674936,-1.0,-0.7211048,-0.649046,-1.0,-0.8292168,-0.8322864,-0.9370072,-1.0,-1.0,-1.0,-1.0,0.4466760000000001,0.9848920000000001,-0.16331600000000002
0.12,-0.8992416,-1.0,-0.6067808,-1.0,-0.7237604,-0.611726,-1.0,-0.821406,-0.849672,-0.9069916,-1.0,-1.0,-1.0,-1.0,0.5988879999999999,0.852976,-0.11508399999999985
0.16,-0.8836632,-1.0,-0.580948,-1.0,-0.7293164,-0.7133879999999999,-1.0,-0.8106367999999999,-0.8491356,-0.918832,-1.0,-1.0,-1.0,-1.0,0.6822360000000001,0.852976,-0.10820000000000007
0.2,-0.8404468,-1.0,-0.5971759999999999,-1.0,-0.7306652,-0.7186924,-1.0,-0.8599056,-0.8551456,-0.96762704,-1.0,-1.0,-1.0,-1.0,0.7407599999999999,0.852976,-0.09183999999999992
0.24,-0.7971916,-1.0,-0.587188,-1.0,-0.7471852,-0.832694,-1.0,-0.8104764,-0.8203984,-0.98545552,-0.96149528,-1.0,-1.0,-1.0,0.8359040000000002,1.0,-0.09842399999999996
0.28,-0.8227688,-1.0,-0.6079532,-1.0,-0.7775776,-0.8260795999999999,-1.0,-0.8706648,-0.7973336,-0.98545552,-0.96149528,-1.0,-1.0,-1.0,0.9143680000000001,1.0,-0.09315999999999991
0.32,-0.8200111999999999,-1.0,-0.5929719999999999,-1.0,-0.8094072,-0.9021408,-1.0,-0.8614268,-0.7798076,-0.9878128,-0.9537252,-1.0,-1.0,-1.0,1.0,1.0,-0.09993600000000002
0.36,-0.8412404,-1.0,-0.6425308000000001,-1.0,-0.8238236,-0.8855852,-1.0,-0.9162292,-0.7690475999999999,-0.96510612,-0.99223,-1.0,-1.0,-1.0,0.9374760000000002,1.0,-0.09984399999999982
0.4,-0.825402,-1.0,-0.6308651999999999,-1.0,-0.7874572,-0.8083756,-1.0,-0.8759323999999999,-0.7495384,-0.894188,-0.98860984,-1.0,-1.0,-1.0,0.7055,1.0,-0.10753999999999997
0.44,-0.8362824,-1.0,-0.6794712,-1.0,-0.763122,-0.7054256,-1.0,-0.8806811999999999,-0.772258,-0.8746032,-0.97694532,-1.0,-1.0,-1.0,0.40499200000000024,1.0,-0.11929199999999984
0.48,-0.8346088,-1.0,-0.716164,-1.0,-0.7520184,-0.6402091999999999,-1.0,-0.9052564,-0.8175148,-0.9094968,-0.97694532,-1.0,-1.0,-1.0,0.162536,0.9472920000000002,-0.12558000000000002
0.52,-0.81661,-1.0,-0.7527931999999999,-1.0,-0.7548472,-0.6543896,-1.0,-0.96316628,-0.8697924,-0.9804149600000001,-0.98056544,-1.0,-1.0,-1.0,0.10269600000000012,0.9373400000000001,-0.12981199999999982
0.56,-0.8001824,-1.0,-0.7707444,-1.0,-0.7528148,-0.7051816,-1.0,-0.99143124,-0.874178,-1.0,-1.0,-1.0,-1.0,-1.0,0.15213600000000027,0.8796920000000001,-0.1263479999999999
