frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.976086,  1, 1.35694, 0, 0, 0.0310787, 0.683758, 1.11215, 0, 0.178474, 0.0296724, 1.03243, 0, 0.970405, 0, 0, 0, 0.428007, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2,  0.0401821,  0.97576,  1, 1.33544, 0, 0, 0.113858, 0.652542, 1.01052, 0, 0.4874, 0.00989081, 1.20054, 0.0614615, 1.21674, 0, 0, 0.0189016, 1.00844, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0
3,  0.0803643,  0.966462,  1, 1.32027, 0, 0, 0.107164, 0.639387, 0.949267, 0, 0.565552, 0, 1.17249, 0.0614615, 1.3323, 0, 0, 0.0189016, 1.0918, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0
4,  0.120546,  0.968723,  1, 1.32383, 0, 0, 0.124452, 0.644887, 1.139, 0, 0.60673, 0.0258797, 1.18489, 0.0614615, 1.54617, 0, 0, 0.0189016, 1.07533, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
5,  0.160729,  0.969109,  1, 1.36377, 0, 0, 0.020953, 0.605861, 1.1618, 0, 0.56818, 0.0258797, 1.12543, 0.151667, 1.78913, 0, 0, 0, 0.904139, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6,  0.200911,  0.967169,  1, 1.33004, 0, 0, 0.017288, 0.585718, 1.22731, 0, 0.637836, 0.0258797, 1.30707, 0.151667, 1.89456, 0, 0, 0, 1.22385, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
7,  0.241093,  0.967205,  1, 1.26151, 0, 0, 0, 0.599473, 1.30634, 0.00416257, 0.75688, 0.0251148, 1.33392, 0.166977, 1.89206, 0, 0, 0.198913, 1.09588, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
8,  0.281275,  0.964306,  1, 1.13517, 0, 0, 0, 0.638381, 1.59433, 0.0210139, 0.787213, 0.0460997, 1.25045, 0.0153097, 1.62797, 0, 0, 0.626654, 1.14549, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
9,  0.321457,  0.972507,  1, 1.07345, 0, 0, 0, 0.686748, 1.73218, 0.0210139, 0.867559, 0.122982, 1.10426, 0.0153097, 1.74103, 0, 0, 0.801715, 0.879478, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
10,  0.361639,  0.973255,  1, 1.01109, 0, 0, 0, 0.788983, 1.76629, 0.037404, 0.708958, 0.170747, 1.07807, 0, 1.86944, 0, 0, 0.602802, 1.10746, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0
