frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.902506,  1, 0, 0, 0, 0, 1.04546, 0.793464, 0.0418909, 1.40093, 1.25273, 0, 0, 0, 0, 0, 4.5015, 0, 0.0653726, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0
2,  0.04,  0.901178,  1, 0, 0, 0.0958908, 0, 1.13002, 0.796284, 0.0853681, 1.18426, 1.2865, 0, 0, 0, 0, 0, 4.26609, 0, 0.027812, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0
3,  0.08,  0.899631,  1, 0, 0, 0.153798, 0, 1.18678, 0.798822, 0.0714045, 1.24173, 1.30589, 0.0247117, 0, 0, 0, 0, 4.21847, 0, 0.00602114, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0
4,  0.12,  0.906083,  1, 0, 0, 0.2447, 0, 1.21589, 0.823969, 0.00982671, 1.26988, 1.3518, 0.101653, 0, 0, 0, 0, 4.45144, 0, 0.00602114, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0
5,  0.16,  0.90901,  1, 0, 0, 0.256502, 0, 1.23461, 0.837685, 0, 1.15412, 1.41076, 0.215704, 0, 0, 0, 0, 4.50455, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
6,  0.2,  0.893045,  1, 0, 0, 0.198595, 0, 1.22901, 0.963233, 0, 1.00761, 1.51692, 0.229246, 0, 0, 0, 0, 4.49116, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
7,  0.24,  0.904973,  1, 0, 0, 0.204004, 0, 1.20672, 1.01683, 0, 1.05551, 1.52738, 0.152305, 0, 0, 0, 0, 4.4598, 0.00532187, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
8,  0.28,  0.902483,  1, 0, 0, 0.112088, 0, 1.22147, 1.19628, 0, 1.21159, 1.57536, 0.29546, 0, 0, 0, 0, 4.53082, 0.434605, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
9,  0.32,  0.894547,  1, 0, 0, 0.112088, 0, 1.22906, 1.1343, 0, 1.18393, 1.51913, 0.518953, 0, 0.0178512, 0, 0, 4.63194, 0.44577, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
10,  0.36,  0.891451,  1, 0, 0, 0.180465, 0, 1.2588, 1.11005, 0, 1.14531, 1.48467, 0.786312, 0, 0.107448, 0, 0, 4.54543, 0.794005, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
11,  0.4,  0.895956,  1, 0, 0, 0.289475, 0, 1.1567, 0.897519, 0, 0.975398, 1.33749, 0.830098, 0, 0.248396, 0, 0.0298466, 4.19747, 0.522382, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0
