frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.97117,  1, 0.869054, 0.74523, 1.00404, 0, 0.572263, 1.29156, 0, 0.101071, 0, 0.179928, 0, 0.606266, 0.505169, 0.0653785, 0.0719238, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0
2,  0.0402631,  0.948203,  1, 0.556569, 0.419491, 1.07938, 0, 0.564577, 1.68109, 0, 0.0367072, 0.0518176, 0.0666236, 0, 0.727633, 0.485038, 0.0217928, 0.0239746, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0
3,  0.0805261,  0.956476,  1, 0.323204, 0.283616, 1.14451, 0, 0.586088, 1.83388, 0, 0.101192, 0.114707, 0.0122305, 0, 0.785068, 0.433338, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0
4,  0.120789,  0.952978,  1, 0.204278, 0.368682, 1.24904, 0, 0.669937, 1.81902, 0, 0.271428, 0.174047, 0.0113248, 0, 0.902603, 0.495663, 0, 0, 0.0125724, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0
5,  0.161052,  0.951388,  1, 0.239491, 0.301939, 1.3542, 0, 0.673691, 1.71379, 0, 0.400898, 0.209624, 0.0399417, 0, 0.892926, 0.484683, 0, 0, 0.0125724, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0
6,  0.201315,  0.953735,  1, 0.343341, 0.227276, 1.46694, 0, 0.688261, 1.75961, 0, 0.416346, 0.265701, 0.0808698, 0, 0.937898, 0.549372, 0, 0, 0.0125724, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0
7,  0.241578,  0.954719,  1, 0.389364, 0.19043, 1.5042, 0, 0.686869, 1.82063, 0, 0.253209, 0.327789, 0.157528, 0, 0.911501, 0.471078, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0
8,  0.281841,  0.956494,  1, 0.41281, 0.265449, 1.54826, 0, 0.750168, 1.97656, 0, 0.178488, 0.386623, 0.128911, 0, 0.940895, 0.424305, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0
9,  0.322104,  0.959225,  1, 0.377916, 0.246631, 1.49448, 0, 0.70621, 1.90723, 0, 0.0648645, 0.349731, 0.133608, 0, 1.06014, 0.409753, 0, 0, 0.0097948, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0
10,  0.362367,  0.957774,  1, 0.414618, 0.277608, 1.52242, 0, 0.721105, 1.86962, 0, 0.0934941, 0.301543, 0.148728, 0, 1.12796, 0.469511, 0, 0, 0.0229262, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0
11,  0.402631,  0.96066,  1, 0.448656, 0.378228, 1.57332, 0, 0.633363, 1.77738, 0, 0.0977568, 0.198299, 0.21178, 0, 1.06778, 0.536331, 0, 0, 0.113546, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0
12,  0.442894,  0.954324,  1, 0.492843, 0.459018, 1.61082, 0.0728241, 0.6303, 1.88824, 0, 0.200088, 0.187557, 0.205607, 0, 1.00089, 0.518221, 0, 0, 0.103751, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0
13,  0.483157,  0.959613,  1, 0.533992, 0.44745, 1.65071, 0.0728241, 0.615894, 2.1023, 0, 0.31894, 0.220903, 0.142889, 0, 1.12703, 0.510596, 0, 0, 0.0906196, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0
14,  0.52342,  0.959855,  1, 0.417482, 0.276923, 1.54768, 0.0728241, 0.625244, 2.21993, 0, 0.392881, 0.259537, 0.120578, 0, 1.11251, 0.505214, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0
15,  0.563683,  0.95941,  1, 0.340799, 0.271809, 1.5336, 0, 0.629885, 2.30403, 0, 0.415871, 0.271885, 0.156208, 0, 1.1438, 0.576091, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0
16,  0.603946,  0.960159,  1, 0.246758, 0.241123, 1.47928, 0, 0.587846, 2.16743, 0, 0.38104, 0.259295, 0.145489, 0, 1.05427, 0.678666, 0, 0, 0.0974537, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0
17,  0.644209,  0.958444,  1, 0.340117, 0.282007, 1.46849, 0, 0.552221, 2.13647, 0, 0.324509, 0.310336, 0.160361, 0, 1.14301, 0.779185, 0, 0, 0.0974537, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0
18,  0.684472,  0.953092,  1, 0.329624, 0.329832, 1.40243, 0, 0.594474, 2.1685, 0, 0.403312, 0.336865, 0.0796948, 0, 0.99671, 0.823202, 0, 0, 0.158155, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0
19,  0.724735,  0.958325,  1, 0.329994, 0.272328, 1.33043, 0.0112562, 0.66671, 2.18969, 0, 0.425987, 0.338471, 0.0556129, 0, 0.877533, 0.743302, 0, 0, 0.0961247, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0
20,  0.764998,  0.958741,  1, 0.283887, 0.352025, 1.28902, 0.057078, 0.776276, 2.22086, 0, 0.576025, 0.366982, 0.0340396, 0, 0.822835, 0.595952, 0, 0, 0.157094, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0
21,  0.805261,  0.957518,  1, 0.217699, 0.332116, 1.31449, 0.115489, 0.855389, 2.06059, 0, 0.580624, 0.37288, 0.0340396, 0, 1.08257, 0.513349, 0, 0.236593, 0.313112, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0
22,  0.845524,  0.950907,  1, 0.128799, 0.299792, 1.31992, 0.104232, 0.907211, 2.05409, 0, 0.665042, 0.42255, 0.0340396, 0, 1.3465, 0.545735, 0, 0.672699, 0.637295, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0
23,  0.885787,  0.939914,  1, 0.0160968, 0.130141, 1.31381, 0.0584106, 0.989017, 2.1995, 0, 0.695516, 0.443924, 0, 0, 1.41437, 0.451255, 0, 1.38605, 0.910657, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0
24,  0.92605,  0.930821,  1, 0, 0.0943067, 1.30704, 0, 1.03388, 2.35291, 0, 0.742429, 0.509052, 0.00969474, 0, 1.35879, 0.401026, 0, 1.81673, 0.942708, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0
25,  0.966313,  0.943635,  1, 0.0154788, 0.172438, 1.36428, 0, 1.05888, 2.50049, 0.0229875, 0.835306, 0.513068, 0.0971054, 0, 1.19212, 0.301399, 0, 1.71999, 0.701229, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0
26,  1.00658,  0.959826,  1, 0.0154788, 0.267672, 1.49065, 0.00401722, 1.05587, 2.51439, 0.0229875, 0.852922, 0.498719, 0.153938, 0, 1.2059, 0.313094, 0, 1.32065, 0.591486, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0
27,  1.04684,  0.95994,  1, 0.0154788, 0.180862, 1.56637, 0.00401722, 1.03806, 2.53554, 0.0229875, 0.884313, 0.530498, 0.144243, 0, 1.32966, 0.286671, 0, 1.45794, 1.01534, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0
28,  1.0871,  0.928613,  1, 0, 0.0952341, 1.55072, 0.00401722, 1.08036, 2.44377, 0, 0.828769, 0.599503, 0.0568325, 0, 1.47871, 0.332491, 0, 1.93804, 1.62732, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0
29,  1.12737,  0.931354,  1, 0, 0, 1.50849, 0, 1.14135, 2.28895, 0, 0.799713, 0.701274, 0, 0, 1.57176, 0.435402, 0, 2.3822, 2.0791, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0
30,  1.16763,  0.939241,  1, 0, 0, 1.48205, 0, 1.25859, 2.23172, 0, 0.770284, 0.811172, 0.048041, 0, 1.28679, 0.468394, 0, 2.35093, 1.8824, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0
31,  1.20789,  0.937123,  1, 0, 0, 1.35984, 0, 1.32455, 2.35351, 0, 0.639396, 0.920057, 0.048041, 0, 1.20625, 0.377777, 0, 2.34909, 1.53555, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0
32,  1.24815,  0.929254,  1, 0, 0, 1.30996, 0, 1.35356, 2.55819, 0, 0.522548, 1.00001, 0.048041, 0, 1.20762, 0.280278, 0, 2.5081, 1.22736, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0
