frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.971383,  1, 0, 0, 0.399529, 0, 0.948977, 0.409913, 0, 0.0392951, 0.410623, 0.206262, 0, 0, 0, 0, 3.2909, 5, 1.89455, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1
2,  0.0400962,  0.967731,  1, 0.150257, 0, 0.603267, 0, 0.783239, 0.753404, 0, 0.257444, 0.383011, 0.0983549, 0, 0, 0, 0, 3.40737, 4.96223, 1.99131, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1
3,  0.0801925,  0.965984,  1, 0.202545, 0, 0.81266, 0, 0.697238, 0.877385, 0, 0.426958, 0.419284, 0.157482, 0, 0, 0, 0, 3.61669, 4.96223, 2.09171, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
4,  0.120289,  0.963637,  1, 0.251896, 0, 0.983048, 0, 0.690599, 0.970685, 0, 0.446485, 0.37582, 0.232521, 0, 0, 0, 0, 3.99722, 4.63244, 2.21229, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
5,  0.160385,  0.962375,  1, 0.290842, 0, 1.04763, 0, 0.676709, 0.71653, 0, 0.473408, 0.377161, 0.20292, 0, 0, 0, 0, 4.20559, 4.63244, 2.2295, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
6,  0.200481,  0.959888,  1, 0.398883, 0, 1.00706, 0, 0.673337, 0.703269, 0, 0.350236, 0.362136, 0.0809324, 0, 0, 0, 0, 4.3519, 4.63244, 2.2704, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
7,  0.240577,  0.958619,  1, 0.507021, 0, 1.03203, 0, 0.632037, 0.418265, 0, 0.473809, 0.449004, 0.0363612, 0.0962618, 0, 0, 0, 4.58976, 5, 2.25394, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
8,  0.280674,  0.963968,  1, 0.443078, 0, 0.980117, 0, 0.556056, 0.434801, 0, 0.323338, 0.506666, 0.0363612, 0.0962618, 0, 0, 0, 4.78592, 5, 2.2671, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
9,  0.32077,  0.961978,  1, 0.449972, 0, 1.01757, 0, 0.476482, 0.244648, 0, 0.346433, 0.550481, 0.030468, 0.115687, 0, 0, 0, 5, 5, 2.25016, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
10,  0.360866,  0.966074,  1, 0.396899, 0, 0.893673, 0, 0.440441, 0.286037, 0, 0.209427, 0.577381, 0.0872347, 0.019425, 0, 0, 0, 4.84369, 5, 2.25039, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
11,  0.400962,  0.968312,  1, 0.436495, 0, 0.922837, 0, 0.531357, 0.479061, 0, 0.310169, 0.626154, 0.26453, 0.0284754, 0, 0, 0, 4.26375, 5, 2.23115, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
12,  0.441059,  0.973605,  1, 0.409294, 0, 0.801322, 0, 0.592195, 0.736436, 0, 0.298297, 0.569355, 0.313492, 0.0576367, 0, 0, 0, 3.51248, 5, 2.20177, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
13,  0.481155,  0.97199,  1, 0.413478, 0, 0.70959, 0, 0.619954, 0.899477, 0, 0.236859, 0.456213, 0.226258, 0.0576367, 0, 0, 0, 2.90634, 4.86823, 2.18605, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
14,  0.521251,  0.972027,  1, 0.458475, 0, 0.618017, 0, 0.612882, 0.864026, 0, 0.0920843, 0.325519, 0.0489626, 0.0485864, 0, 0, 0, 2.75674, 4.84335, 2.17547, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
15,  0.561347,  0.968842,  1, 0.499544, 0, 0.573139, 0, 0.617963, 0.737046, 0, 0.0214219, 0.314555, 0, 0, 0, 0, 0, 2.88034, 4.69923, 2.18413, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
16,  0.601443,  0.967515,  1, 0.637747, 0, 0.706419, 0, 0.64133, 0.682017, 0, 0.121075, 0.370673, 0, 0, 0, 0, 0, 3.19046, 4.831, 2.14941, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
17,  0.64154,  0.964114,  1, 0.686294, 0, 0.768491, 0, 0.568288, 0.531602, 0, 0.272941, 0.390962, 0.0449041, 0, 0, 0, 0, 3.5522, 4.85588, 2.12155, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
18,  0.681636,  0.965059,  1, 0.697672, 0, 0.960914, 0, 0.568895, 0.566932, 0, 0.372149, 0.38098, 0.0449041, 0, 0, 0, 0, 3.68266, 5, 2.11848, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
19,  0.721732,  0.968401,  1, 0.568793, 0, 0.951949, 0, 0.596564, 0.394593, 0, 0.361532, 0.347477, 0.0768894, 0, 0, 0, 0, 3.51622, 4.83913, 2.27821, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
20,  0.761828,  0.970028,  1, 0.451427, 0, 0.880342, 0, 0.671303, 0.251449, 0, 0.312477, 0.39313, 0.224961, 0, 0, 0, 0, 3.09036, 4.83913, 2.41056, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
21,  0.801925,  0.972268,  1, 0.405338, 0, 0.780725, 0, 0.697491, 0.028518, 0, 0.650186, 0.493843, 0.558582, 0.318284, 0, 0, 0, 3.08876, 4.7027, 2.49488, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
22,  0.842021,  0.966676,  1, 0.270529, 0, 0.75011, 0, 0.732719, 0, 0, 0.938602, 0.727882, 0.790437, 0.403646, 0, 0, 0, 3.20856, 4.86356, 2.47997, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
23,  0.882117,  0.964611,  1, 0.265992, 0, 0.741613, 0, 0.782956, 0, 0, 1.32143, 0.864289, 0.597462, 0.723536, 0, 0, 0, 3.89743, 4.86356, 2.4808, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
24,  0.922213,  0.958985,  1, 0.289618, 0, 0.684521, 0, 0.834473, 0.0419118, 0, 1.27393, 0.949781, 0.387054, 0.468681, 0, 0.0414289, 0, 4.31786, 5, 2.46035, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
25,  0.96231,  0.954689,  1, 0.403304, 0, 0.527867, 0, 0.819489, 0.0419118, 0, 1.2223, 0.954067, 0.324626, 0.383318, 0, 0.0414289, 0, 4.75727, 5, 2.4128, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
26,  1.00241,  0.95561,  1, 0.441382, 0, 0.375486, 0, 0.819299, 0.0419118, 0, 1.03462, 0.991537, 0.502215, 0.0634284, 0, 0.0414289, 0, 4.782, 5, 2.39978, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1
27,  1.0425,  0.955906,  1, 0.471205, 0, 0.278684, 0, 0.794096, 0.060393, 0, 0.88656, 1.0677, 0.535109, 0, 0, 0, 0, 4.73222, 5, 2.39518, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1
28,  1.0826,  0.953125,  1, 0.568719, 0, 0.433701, 0, 0.872726, 0.123128, 0, 0.972943, 1.13736, 0.550931, 0.0786466, 0, 0, 0, 4.70388, 5, 2.42497, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1
29,  1.12269,  0.951499,  1, 0.553224, 0, 0.693552, 0, 0.957697, 0.354076, 0, 1.01276, 1.21137, 0.644975, 0.13061, 0, 0.00519231, 0, 4.65718, 5, 2.40384, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1
30,  1.16279,  0.953166,  1, 0.48192, 0, 0.86404, 0, 1.04391, 0.520869, 0, 1.01764, 1.17063, 0.66184, 0.13061, 0, 0.0709226, 0, 4.73563, 4.93602, 2.38183, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1
31,  1.20289,  0.95004,  1, 0.364634, 0, 0.763598, 0, 0.987656, 0.676526, 0, 0.741868, 1.07357, 0.482293, 0.0519633, 0, 0.136128, 0, 4.63069, 4.58349, 2.31143, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1
32,  1.24298,  0.954812,  1, 0.410722, 0, 0.682861, 0, 0.906602, 0.714409, 0, 0.645943, 0.951408, 0.305982, 0, 0, 0.130936, 0, 4.46897, 4.25214, 2.25793, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1
33,  1.28308,  0.959413,  1, 0.436543, 0, 0.59073, 0, 0.778456, 0.73246, 0, 0.624264, 0.848845, 0.22879, 0, 0, 0.0652058, 0, 4.08405, 4.11056, 2.22732, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
34,  1.32318,  0.960098,  1, 0.457782, 0, 0.591528, 0, 0.720861, 0.708811, 0, 0.761428, 0.79587, 0.304634, 0, 0, 0, 0, 3.8531, 4.34152, 2.22991, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
35,  1.36327,  0.958807,  1, 0.342918, 0, 0.47772, 0, 0.680693, 0.718909, 0, 0.769645, 0.787749, 0.255318, 0, 0, 0, 0, 3.63241, 4.53931, 2.23566, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1
36,  1.40337,  0.958835,  1, 0.18857, 0, 0.318162, 0, 0.719939, 0.718902, 0, 0.670636, 0.842847, 0.263957, 0, 0, 0, 0, 3.71641, 4.57622, 2.22899, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
37,  1.44346,  0.96202,  1, 0.0687713, 0, 0.279591, 0, 0.741347, 0.805561, 0, 0.597501, 0.794402, 0.193204, 0, 0, 0, 0, 3.92353, 4.69778, 2.22828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
38,  1.48356,  0.963358,  1, 0, 0, 0.281912, 0, 0.685588, 0.802268, 0, 0.486544, 0.685617, 0.23021, 0, 0, 0, 0, 4.06478, 4.83135, 2.23873, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
39,  1.52366,  0.961969,  1, 0, 0, 0.350197, 0, 0.672765, 0.681497, 0, 0.533072, 0.574826, 0.12579, 0, 0, 0, 0, 4.21931, 4.71458, 2.27573, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
40,  1.56375,  0.961978,  1, 0, 0, 0.318411, 0, 0.670071, 0.406878, 0, 0.428194, 0.553947, 0.0830114, 0, 0, 0, 0, 3.86151, 4.54103, 2.30868, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
41,  1.60385,  0.962069,  1, 0, 0, 0.270441, 0, 0.788362, 0.244471, 0, 0.376439, 0.551784, 0.0153173, 0, 0, 0, 0, 3.50684, 4.54103, 2.38833, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
42,  1.64395,  0.968558,  1, 0.0584331, 0, 0.237465, 0, 0.901447, 0.503591, 0, 0.655306, 0.557178, 0.0647428, 0.140737, 0, 0.0809355, 0, 2.76673, 4.82645, 2.43311, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
43,  1.68404,  0.969375,  1, 0.0584331, 0.166146, 0.350932, 0, 1.19764, 1.14338, 0, 0.973001, 0.529854, 0.0647428, 0.140737, 0, 0.0841759, 0, 2.29271, 4.66094, 2.1766, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
44,  1.72414,  0.971182,  1, 0.0584331, 0.166146, 0.452019, 0, 1.38285, 1.83283, 0.0101567, 1.41969, 0.677713, 0.18046, 0.149225, 0, 0.18849, 0, 2.21082, 4.66094, 1.41837, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1
45,  1.76423,  0.974769,  1, 0, 0.166146, 0.431496, 0, 1.4334, 2.09992, 0.0209072, 1.50992, 0.761591, 0.259747, 0.255557, 0, 0.154064, 0, 2.50458, 4.66094, 0.60452, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0
46,  1.80433,  0.971665,  1, 0, 0, 0.306225, 0, 1.28389, 2.02147, 0.0209072, 1.56117, 0.794343, 0.283523, 0.337904, 0, 0.150824, 0, 3.05727, 5, 0.0773038, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0
47,  1.84443,  0.97272,  1, 0, 0, 0.119772, 0, 1.10387, 1.48866, 0.0107505, 1.0057, 0.590431, 0.152489, 0.329416, 0, 0.04651, 0, 3.17919, 4.88207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0
48,  1.88452,  0.979832,  1, 0, 0, 0.0742189, 0, 0.949703, 1.13034, 0, 0.464519, 0.507452, 0.0237767, 0.41302, 0, 0, 0, 2.80169, 4.88207, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0
49,  1.92462,  0.977494,  1, 0, 0, 0, 0, 0.792794, 0.871004, 0, 0, 0.449809, 0.0238634, 0.551778, 0, 0, 0, 2.58055, 4.86893, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0
50,  1.96472,  0.973759,  1, 0, 0, 0, 0, 0.663825, 0.738724, 0, 0.146285, 0.499209, 0.0238634, 0.769586, 0, 0, 0, 2.97215, 4.98686, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0
51,  2.00481,  0.977639,  1, 0, 0, 0, 0, 0.658746, 0.680806, 0, 0.336545, 0.351653, 0.0238634, 0.472183, 0, 0, 0, 3.89704, 4.98686, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0
52,  2.04491,  0.974586,  1, 0, 0, 0, 0.0130859, 0.684946, 0.581065, 0, 0.526221, 0.291464, 0, 0.293619, 0, 0, 0, 4.44144, 4.97839, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0
53,  2.085,  0.974235,  1, 0, 0, 0.000793285, 0.0130859, 0.772621, 0.531497, 0, 0.585922, 0.207712, 0, 0.149421, 0, 0.028464, 0, 4.28986, 4.76041, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0
54,  2.1251,  0.972568,  1, 0, 0, 0.000793285, 0.0130859, 0.825334, 0.567439, 0, 0.537244, 0.280143, 0, 0.11615, 0, 0.119048, 0, 3.85994, 4.57448, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0
55,  2.1652,  0.976082,  1, 0, 0, 0.000793285, 0, 0.874865, 0.539527, 0, 0.537951, 0.298238, 0, 0.269003, 0, 0.201214, 0, 3.50915, 4.43469, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0
56,  2.20529,  0.976695,  1, 0, 0, 0, 0, 0.874403, 0.638075, 0, 0.386364, 0.309191, 0, 0.195394, 0, 0.255789, 0, 3.43059, 4.37111, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0
