frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.924779,  1, 0, 0, 0, 0, 0.423852, 1.19967, 0.0256748, 0, 0, 0, 3.15687, 0.0239139, 0, 0, 0.0490144, 0.710156, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
2,  0.040032,  0.922224,  1, 0, 0, 0, 0, 0.426396, 1.11901, 0.0611075, 0, 0, 0, 3.87461, 0.00797129, 0, 0, 0.0163381, 0.333245, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
3,  0.080064,  0.916723,  1, 0, 0, 0, 0, 0.456606, 1.11588, 0.133886, 0, 0, 0, 4.06332, 0.0287128, 0, 0, 0, 0.320575, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
4,  0.120096,  0.914118,  1, 0, 0, 0, 0, 0.511341, 1.0549, 0.0972363, 0, 0, 0, 3.86221, 0.0287128, 0, 0, 0.0260913, 1.0746, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
5,  0.160128,  0.915172,  1, 0.0329419, 0, 0, 0, 0.454435, 1.08823, 0.11934, 0, 0, 0, 3.53589, 0.133881, 0, 0, 0.0710057, 1.53022, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
6,  0.20016,  0.920903,  1, 0.0517196, 0, 0, 0, 0.392171, 1.08264, 0.0476408, 0, 0, 0, 3.96156, 0.105168, 0, 0, 0.0710057, 1.6055, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
7,  0.240192,  0.916822,  1, 0.0517196, 0, 0, 0, 0.348985, 1.17914, 0.0847958, 0, 0, 0, 4.41519, 0.105168, 0, 0.00199843, 0.0449144, 0.754953, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
8,  0.280224,  0.920047,  1, 0.0187777, 0, 0, 0, 0.402048, 1.10722, 0.0691864, 0, 0, 0, 4.17293, 0, 0, 0.00199843, 0.164319, 0.951619, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
9,  0.320256,  0.911274,  1, 0, 0, 0, 0, 0.472708, 1.02541, 0.0595485, 0, 0, 0, 3.89876, 0, 0, 0.00199843, 0.164319, 1.0867, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
10,  0.360288,  0.912138,  1, 0, 0, 0, 0, 0.527008, 0.849516, 0.00649412, 0, 0, 0, 3.49236, 0, 0, 0, 0.164319, 1.77096, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
11,  0.40032,  0.910112,  1, 0, 0, 0, 0, 0.562633, 0.801388, 0, 0, 0, 0, 3.71625, 0, 0, 0, 0.0364841, 1.6448, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
12,  0.440352,  0.915409,  1, 0, 0, 0, 0, 0.525001, 0.763899, 0, 0, 0, 0, 3.36951, 0, 0, 0, 0.225492, 2.12554, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
13,  0.480384,  0.909619,  1, 0, 0, 0, 0, 0.523886, 0.989552, 0, 0, 0, 0, 3.08081, 0.169322, 0, 0, 0.307164, 1.93099, 0.00498451, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
