frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.985023,  1, 0.86474, 0, 0, 0.571762, 0.0794013, 0, 0, 0, 0, 0.653179, 1.11764, 0, 0, 0, 1.53032, 1.43836, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0
2,  0.0402793,  0.985114,  1, 0.823119, 0, 0, 0.562855, 0.0890142, 0, 0, 0, 0, 0.63631, 1.02848, 0.1342, 0, 0, 1.26927, 1.2425, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0
3,  0.0805585,  0.982333,  1, 0.752852, 0, 0, 0.455928, 0.0662073, 0, 0, 0, 0, 0.599689, 1.21838, 0.384709, 0.139721, 0, 1.29122, 0.817634, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0
4,  0.120838,  0.982391,  1, 0.675171, 0, 0, 0.455479, 0.0756233, 0, 0, 0, 0, 0.565311, 1.74531, 0.590747, 0.202173, 0, 1.50649, 0.341603, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0
5,  0.161117,  0.98419,  1, 0.56823, 0, 0, 0.325906, 0.0365906, 0, 0, 0, 0, 0.55801, 2.12556, 0.604512, 0.335064, 0, 1.61127, 0.181558, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0
6,  0.201396,  0.985157,  1, 0.556507, 0, 0, 0.274314, 0.0329304, 0, 0, 0, 0, 0.584766, 2.12927, 0.49057, 0.239824, 0, 1.63358, 0.126973, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0
7,  0.241676,  0.985297,  1, 0.609182, 0, 0, 0.227929, 0.00568872, 0, 0, 0, 0, 0.528116, 1.95744, 0.444335, 0.177373, 0, 1.53269, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0
8,  0.281955,  0.983958,  1, 0.693215, 0, 0, 0.426274, 0, 0, 0, 0, 0, 0.350245, 1.81041, 0.557319, 0.044482, 0, 1.15984, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0
9,  0.322234,  0.982783,  1, 0.630554, 0, 0, 0.569825, 0, 0, 0, 0, 0, 0.295253, 1.99646, 0.615017, 0, 0, 0.824593, 0.0263968, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0
10,  0.362513,  0.982863,  1, 0.627901, 0, 0, 0.636246, 0.0135778, 0, 0, 0, 0, 0.305461, 1.8722, 0.666255, 0, 0, 1.02643, 0.194615, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0
11,  0.402793,  0.986083,  1, 0.59958, 0, 0, 0.505975, 0.0277758, 0, 0, 0, 0, 0.421977, 1.61243, 0.713938, 0, 0, 1.45557, 0.29506, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0
12,  0.443072,  0.986319,  1, 0.705986, 0, 0, 0.473284, 0.0277758, 0, 0, 0, 0, 0.349344, 1.36464, 0.560752, 0.0125507, 0, 1.92342, 0.268664, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0
13,  0.483351,  0.985702,  1, 0.610562, 0, 0, 0.525145, 0.0373599, 0, 0, 0, 0, 0.403161, 1.37488, 0.406625, 0.0125507, 0, 2.04041, 0.100446, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0
14,  0.523631,  0.984155,  1, 0.57057, 0, 0, 0.526112, 0.0231619, 0, 0, 0, 0, 0.482907, 1.53221, 0.178558, 0.0125507, 0, 2.30991, 0.0826169, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0
15,  0.56391,  0.985198,  1, 0.453965, 0, 0, 0.391546, 0.0249245, 0, 0, 0, 0, 0.610478, 1.67835, 0.193983, 0, 0, 2.47632, 0.15532, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0
