frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
1,  0,  0.98895,  1, 0, 0, 0, 0.656944, 0.500621, 0.438113, 0, 0.985513, 1.03703, 0.158292, 0, 1.66242, 0, 0, 1.36257, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0
2,  0.0402522,  0.987915,  1, 0, 0, 0, 0.416983, 0.48178, 0.340066, 0.0102202, 0.876348, 1.1244, 0.0527638, 0, 1.23701, 0.392416, 0, 1.44638, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0
3,  0.0805044,  0.984838,  1, 0, 0, 0, 0.318935, 0.459085, 0.194028, 0.0102202, 0.75474, 1.214, 0, 0, 0.995249, 0.69048, 0, 1.40605, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0
4,  0.120757,  0.979382,  1, 0, 0, 0, 0.160802, 0.36302, 0.0572409, 0, 0.723801, 1.10265, 0.0366516, 0, 1.27866, 0.595484, 0, 1.33064, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0
5,  0.161009,  0.978461,  1, 0, 0, 0, 0.235106, 0.247836, 0, 0.0108101, 0.834368, 0.896719, 0.186178, 0, 1.65724, 0.705553, 0, 1.1222, 0.0900349, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0
6,  0.201261,  0.979,  1, 0, 0, 0, 0.23745, 0.103657, 0, 0.0108101, 0.957903, 0.645688, 0.613257, 0, 2.21204, 0.740432, 0, 0.741873, 0.348653, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0
7,  0.241513,  0.978505,  1, 0, 0, 0, 0.353316, 0.0342211, 0, 0.0108101, 0.977929, 0.545306, 1.02476, 0, 2.4908, 0.976404, 0, 0.377159, 0.693268, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0
8,  0.281765,  0.98244,  1, 0.0493527, 0, 0, 0.379743, 0, 0, 0, 0.894069, 0.414809, 1.02905, 0, 2.68715, 0.870808, 0, 0.162053, 0.918496, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0
9,  0.322018,  0.948916,  1, 0.0493527, 0, 0, 0.47927, 0, 0.124798, 0, 1.01845, 0.354928, 0.747675, 0, 2.85207, 0.553742, 0, 0.495017, 0.918252, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0
10,  0.36227,  0.942748,  1, 0.0493527, 0, 0, 0.377335, 0.0224745, 0.216902, 0, 1.20601, 0.341204, 0.498531, 0, 2.98238, 0.15083, 0, 0.817439, 0.748334, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0
