time,gold standard
0.0,0.0
0.04,0.0
0.08,0.0
0.12,0.0
0.16,0.0
0.2,0.0
0.24,0.0
0.28,0.0
0.32,0.0
0.36,0.0
0.4,0.0
0.44,0.0
0.48,0.0
0.52,0.0
0.56,0.0
0.6,0.0
0.64,0.0
0.68,0.0
0.72,0.0
0.76,0.0
0.8,0.0
0.84,0.0
0.88,0.0
0.92,0.0
0.96,0.0
1.0,0.0014309749467959168
1.04,0.0014309749467959168
1.08,0.0017139748831082229
1.12,0.0031449498299041395
1.16,0.004575924776700056
1.2,0.006591872961018107
1.24,0.012054744276450122
1.28,0.016086640645086223
1.32,0.020101242483456044
1.36,0.02153221743025196
1.4,0.022963192377047876
1.44,0.022963192377047876
1.48,0.02549238313709756
1.52,0.02549238313709756
1.56,0.02549238313709756
1.6,0.026640358147581172
1.64,0.03236593676939607
1.68,0.0346618867903633
1.72,0.03695783681133052
1.76,0.03810581182181413
1.8,0.03925378683229774
1.84,0.04241303309280502
1.88,0.04470898311377225
1.92,0.04728793307105178
1.96,0.04672025436379593
2.0,0.048151229310591834
2.04,0.051557677514942495
2.08,0.04955902386089072
2.12,0.05157497204520878
2.16,0.05561615268431141
2.2,0.06282125651821568
2.24,0.07633529845555617
2.28,0.08873884220951325
2.32,0.09480525530340045
2.36,0.10288761658160572
2.4,0.1063345397127197
2.44,0.10835977216750427
2.48,0.11295467030910183
2.52,0.11927282760427417
2.56,0.12272903500585466
2.6,0.12272903500585466
2.64,0.12272903500585466
2.68,0.12475426746063925
2.72,0.1267794999154238
2.76,0.12816071566498988
2.8,0.12954193141455597
2.84,0.13891776178032908
2.88,0.14091641543438088
2.92,0.1542895531082576
2.96,0.16628147503256815
3.0,0.1842693579190341
3.04,0.2010721241937585
3.08,0.21064405369735617
3.12,0.21397416390374416
3.16,0.21535537965331022
3.2,0.21535537965331022
3.24,0.21535537965331022
3.28,0.21049477610566664
3.32,0.21187599185523268
3.36,0.20847294205511782
3.4,0.20847294205511782
3.44,0.2118793902594685
3.48,0.2118793902594685
3.52,0.2118793902594685
3.56,0.2118793902594685
3.6,0.2118793902594685
3.64,0.2118793902594685
3.68,0.21331036520626442
3.72,0.21474134015306032
3.76,0.21617231509985624
3.8,0.2155780575918676
3.84,0.2155780575918676
3.88,0.21700903253866352
3.92,0.21700903253866352
3.96,0.21700903253866352
4.0,0.21700903253866352
4.04,0.21700903253866352
4.08,0.21700903253866352
4.12,0.21700903253866352
4.16,0.21700903253866352
4.2,0.2158610575281799
4.24,0.2158610575281799
4.28,0.2161440574644922
4.32,0.2164270574008045
4.36,0.2164270574008045
4.4,0.21987398053191842
4.44,0.22130495547871437
4.48,0.21868546551594112
4.52,0.2094365606863192
4.56,0.20538609577675002
4.6,0.2042381207662664
4.64,0.20221288831148185
4.68,0.20106491330099824
4.72,0.20106491330099824
4.76,0.19903968084621365
4.8,0.19903968084621365
4.84,0.19701444839142906
4.88,0.1949892159366445
4.92,0.19296398348185992
4.96,0.18891351857229077
5.0,0.18891351857229077
5.04,0.18688828611750619
5.08,0.18688828611750619
5.12,0.18745596482476204
5.16,0.18344603992068662
5.2,0.1799898325191061
5.24,0.1785588575723102
5.28,0.1771278826255143
5.32,0.1771278826255143
5.36,0.1751292289714625
5.4,0.17313057531741072
5.44,0.1691332680093072
5.48,0.16510938190047086
5.52,0.16311072824641906
5.56,0.15708818848353095
5.6,0.15309088117542743
5.64,0.15109222752137563
5.68,0.1470683414125393
5.72,0.141072380450384
5.76,0.13964140550358808
5.8,0.13564409819548454
5.84,0.13078349464784095
5.88,0.12363955867520202
5.92,0.12164090502115026
5.96,0.11618604396551797
6.0,0.1141873903114662
6.04,0.10874181352630047
6.08,0.10674315987224871
6.12,0.10674315987224871
6.16,0.10674315987224871
6.2,0.10474450621819693
6.24,0.10474450621819693
6.28,0.10474450621819693
6.32,0.10274585256414515
6.36,0.10274585256414515
6.4,0.1007471989100934
6.44,0.1021781738568893
6.48,0.10156073595240363
6.52,0.10299171089919953
6.56,0.10585366079279138
6.6,0.1072846357395873
6.64,0.1072846357395873
6.68,0.10528598208553551
6.72,0.10528598208553551
6.76,0.10528598208553551
6.8,0.10528598208553551
6.84,0.10328732843148374
6.88,0.10328732843148374
6.92,0.10328732843148374
6.96,0.0992900211233802
7.0,0.09872234241612435
7.04,0.09672368876207259
7.08,0.09672368876207259
7.12,0.09615601005481673
7.16,0.09558833134756088
7.2,0.09497089344307517
7.24,0.0964018683898711
7.28,0.09440321473581932
7.32,0.09240456108176756
7.36,0.08840725377366401
7.4,0.08640860011961225
7.44,0.08440994646556048
7.48,0.08041263915745694
7.52,0.07841398550340517
7.56,0.07864722624248763
7.6,0.0746499189343841
7.64,0.0746499189343841
7.68,0.07265126528033233
7.72,0.07408224022712824
7.76,0.07208358657307648
7.8,0.07151590786582063
7.84,0.07094822915856477
7.88,0.07237920410536068
7.92,0.07237920410536068
7.96,0.07181152539810484
8.0,0.07181152539810484
8.04,0.07181152539810484
8.08,0.07038055045130892
8.12,0.07038055045130892
8.16,0.06894957550451301
8.2,0.06608762561092117
8.24,0.06322567571732933
8.28,0.06179470077053342
8.32,0.06179470077053342
8.36,0.06179470077053342
8.4,0.06179470077053342
8.44,0.06179470077053342
8.48,0.06179470077053342
8.52,0.0603637258237375
8.56,0.0603637258237375
8.6,0.05607080098334975
8.64,0.05034690119616608
8.68,0.04462300140898242
8.72,0.0431920264621865
8.76,0.0431920264621865
8.8,0.041176078277868455
8.84,0.037144181909232354
8.88,0.035128233724914304
8.92,0.033112285540596254
8.96,0.02793241416147654
9.0,0.023900517792840442
9.04,0.016421698293090377
9.08,0.006080928899748472
9.12,-0.0054297869686376924
9.16,-0.017503504609985343
9.2,-0.021535400978621444
9.24,-0.022966375925417355
9.28,-0.02641329905653132
9.32,-0.030445195425167416
9.36,-0.03447709179380352
9.4,-0.036493039978121575
9.44,-0.04052493634675767
9.48,-0.044556832715393783
9.52,-0.04859801335449641
9.56,-0.05603635792748317
9.6,-0.058052306111801226
9.64,-0.06149922924291518
9.68,-0.06697138482881372
9.72,-0.07041830795992769
9.76,-0.07387451536150817
9.8,-0.07733072276308868
9.84,-0.08135460887192504
9.88,-0.08337984132670961
9.92,-0.08540507378149419
9.96,-0.0914714868753814
10.0,-0.09552195178495057
10.04,-0.09956313242405321
10.08,-0.10158836487883778
10.12,-0.10361359733362235
10.16,-0.10563882978840694
10.2,-0.10563882978840694
10.24,-0.10766406224319151
10.28,-0.111120269644772
10.32,-0.11860036315518882
10.36,-0.12003133810198476
10.4,-0.12348754550356525
10.44,-0.12694375290514573
10.48,-0.13099421781471488
10.52,-0.13504468272428408
10.56,-0.13706991517906864
10.6,-0.13706991517906864
10.64,-0.13706991517906864
10.68,-0.13706991517906864
10.72,-0.13821789018955224
10.76,-0.13821789018955224
10.8,-0.13821789018955224
10.84,-0.13821789018955224
10.88,-0.13678691524275635
10.92,-0.13678691524275635
10.96,-0.13678691524275635
11.0,-0.1347882615887046
11.04,-0.1347882615887046
11.08,-0.13335728664190868
11.12,-0.13135863298785688
11.16,-0.12792900438700922
11.2,-0.12449937578616153
11.24,-0.12250072213210973
11.28,-0.12197358343034763
11.32,-0.1260240483399168
11.36,-0.1280758595954342
11.4,-0.12838543833247928
11.44,-0.12841201713321207
11.48,-0.12843859593394488
11.52,-0.1293424321789787
11.56,-0.1313942434344961
11.6,-0.12824761476996066
11.64,-0.12993840925657188
11.68,-0.12594110194846833
11.72,-0.12422544823072887
11.76,-0.12192949820976164
11.8,-0.11993084455570988
11.84,-0.11276961405280467
11.88,-0.11072120120152308
11.92,-0.10441064934218602
11.96,-0.09896507255702032
12.0,-0.09381979023843313
12.04,-0.08634898099848284
12.08,-0.08231708462984674
12.12,-0.07628653460715885
12.16,-0.06765974009692517
12.2,-0.048329820335046215
12.24,-0.034171761692487215
12.28,-0.03217310803843545
12.32,-0.030174454384383678
12.36,-0.028149221929599098
12.4,-0.02615056827554733
12.44,-0.022100103365978174
12.48,-0.011496561587522987
