time,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
0.0,0.0,0.0,0.0,0.12839419999999999,0.0697434,0.06698960000000001,0.342846,0.08368360000000001,0.0724224,0.049400400000000004,0.0,0.12697920000000001,0.0868882,0.12882780000000002,0.320184,0.0,0.0
0.04,0.0,0.0,0.0,0.0952814,0.09441940000000001,0.16418500000000003,0.31797000000000003,0.058286000000000004,0.0803508,0.07896840000000001,0.0,0.07643180000000001,0.1121256,0.10577520000000001,0.30581200000000003,0.0360872,0.0
0.08,0.0,0.0,0.0,0.07765300000000001,0.1109968,0.20382,0.30326400000000003,0.030534000000000002,0.0823142,0.07093819999999999,0.0,0.042406000000000006,0.13447440000000002,0.0869322,0.287038,0.04087300000000001,0.0
0.12,0.0,0.0,0.0,0.0515982,0.11179540000000002,0.18408580000000002,0.300978,0.020113000000000002,0.08043420000000001,0.044013000000000004,0.0,0.032292600000000005,0.1564732,0.077318,0.30782,0.0712874,0.0
0.16,0.0027538000000000003,0.0,0.0,0.04466520000000001,0.1205042,0.18453180000000002,0.29617200000000005,0.023655000000000002,0.0851316,0.026013600000000005,0.0,0.011119440000000001,0.1596846,0.06891560000000001,0.30108,0.1077316,0.0
0.2,0.0219072,0.0,0.0,0.0399482,0.1215064,0.1932948,0.307754,0.0235124,0.10187700000000002,0.023426000000000002,0.0,0.0028188,0.1724114,0.056510200000000003,0.29838000000000003,0.1371202,0.0
0.24,0.038377600000000005,0.0,0.0,0.069348,0.1340444,0.1902828,0.28874400000000006,0.029303000000000003,0.1282168,0.018126120000000003,0.0,0.0028188,0.17684480000000002,0.0568182,0.30159,0.11912860000000002,0.0
0.28,0.035769,0.0,0.0,0.1273816,0.1358166,0.1976512,0.28617200000000004,0.010674660000000002,0.1516238,0.013627820000000002,0.0,0.0001181194,0.20804200000000003,0.0557758,0.290014,0.156693,0.0
0.32,0.01661562,0.0,0.0,0.18792620000000002,0.14209940000000001,0.194971,0.26193,0.01752186,0.18135520000000002,0.042797,0.00435894,0.0001181194,0.258436,0.0719518,0.260372,0.18492180000000003,0.0
0.36,0.000145219,0.0,0.0,0.21867799999999998,0.1429348,0.245622,0.250328,0.016958420000000002,0.21008200000000002,0.08178760000000002,0.00435894,0.0001181194,0.278214,0.0827896,0.208666,0.21082200000000004,0.0
0.4,0.0,0.0,0.0,0.22883200000000004,0.1569024,0.263096,0.22306800000000002,0.04540260000000001,0.247084,0.144181,0.00435894,0.0,0.259762,0.09091700000000001,0.18976520000000002,0.21751600000000001,0.0
0.44,0.0,0.0,0.0,0.242866,0.16473220000000002,0.294742,0.1886562,0.05775680000000001,0.266976,0.1736664,0.0,0.0,0.22104200000000002,0.0975264,0.19238220000000003,0.22225200000000003,0.0
0.48,0.0,0.0,0.0,0.29292,0.1674002,0.30814600000000003,0.1726382,0.09159040000000002,0.278518,0.213036,0.0,0.00239178,0.22893400000000003,0.11325879999999999,0.14325620000000003,0.1611074,0.0
0.52,0.0,0.0,0.0,0.375132,0.15146040000000002,0.321844,0.17118840000000002,0.1142992,0.26518,0.22460200000000002,0.0,0.00239178,0.25542400000000004,0.12418400000000002,0.12259700000000001,0.0754342,0.0
0.56,0.0,0.0,0.0,0.448152,0.1317988,0.31722000000000006,0.187117,0.1650978,0.25475,0.22047,0.032116200000000004,0.00239178,0.254514,0.1308416,0.0881798,0.0082953,0.0
0.6,0.0,0.0,0.0,0.47809999999999997,0.111648,0.31853200000000004,0.19403080000000003,0.1860524,0.238714,0.19950700000000002,0.0573438,0.0,0.24889799999999998,0.1221538,0.07835,0.0028967000000000003,0.0
0.64,0.0,0.0,0.0,0.474074,0.0975092,0.317072,0.20272200000000004,0.20403400000000002,0.22771200000000003,0.201802,0.0573438,0.00622178,0.23319,0.1185772,0.055940000000000004,0.0,0.0
0.68,0.0,0.0,0.0,0.45651,0.09233360000000002,0.31874800000000003,0.20205599999999999,0.1898666,0.21751600000000001,0.246248,0.0267386,0.010056240000000001,0.25916,0.1195968,0.0553948,0.0,0.0
0.72,0.0,0.0,0.0,0.46618000000000004,0.0874106,0.30899200000000004,0.209876,0.17551060000000002,0.20617200000000002,0.263758,0.00510964,0.010664460000000002,0.265006,0.1098364,0.06041060000000001,0.0,0.0
0.76,0.0,0.0,0.0,0.482808,0.07881,0.33635400000000004,0.2283,0.15957280000000001,0.18627340000000003,0.26295,0.01712736,0.024345000000000002,0.263042,0.0904508,0.0762034,0.0,0.0
0.8,0.01869532,0.0,0.0,0.5025240000000001,0.05834060000000001,0.362134,0.259708,0.1550596,0.1578208,0.22346200000000002,0.015616440000000002,0.0205106,0.231692,0.06256199999999999,0.0937664,0.0,0.0
0.84,0.0254822,0.0,0.0,0.493414,0.03920300000000001,0.367432,0.26924000000000003,0.14544500000000002,0.1373742,0.22330400000000006,0.052384,0.01990232,0.21038,0.055315,0.111365,0.0,0.0
0.88,0.0254822,0.0,0.0,0.49583000000000005,0.022603,0.342916,0.280916,0.1416092,0.1246054,0.20275400000000002,0.0468048,0.0,0.19547080000000003,0.051116600000000005,0.1138424,0.0,0.0
0.92,0.00678698,0.0,0.0,0.480602,0.016830300000000003,0.342926,0.26391400000000004,0.1321882,0.11574420000000002,0.19327740000000004,0.0835708,0.0,0.1823114,0.05596899999999999,0.12506959999999998,0.0,0.0
0.96,0.007830380000000001,0.0,0.0,0.474078,0.01240338,0.338438,0.26136,0.1309044,0.113079,0.18686840000000002,0.0432046,0.0,0.1751926,0.04834020000000001,0.1385294,0.0,0.0
