time,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
0.0,0.0,0.0,0.0,0.0,0.46262000000000003,0.45782,0.0,0.06854640000000001,0.47148199999999996,0.6341380000000001,0.0701888,0.0,0.0,0.350704,0.0,0.0,0.0
0.04,0.0,0.0,0.0,0.0,0.460112,0.46102600000000005,0.0,0.0661732,0.48235400000000006,0.6446860000000001,0.08178260000000001,0.0,0.0,0.34626,0.0,5.8079400000000005e-05,0.0
0.08,0.0,0.0,0.0,0.0,0.46086800000000006,0.4268,0.0,0.05376020000000001,0.473968,0.636842,0.0672528,0.0,0.0,0.367102,0.0,5.8079400000000005e-05,0.0
0.12,0.0,0.0,0.0,0.0,0.468694,0.35186000000000006,0.0,0.059999399999999994,0.48034800000000005,0.6784260000000001,0.10587120000000001,0.004846880000000001,0.0,0.37757,0.0,5.8079400000000005e-05,0.0
0.16,0.0,0.0,0.0,0.0,0.468276,0.29682200000000003,0.0,0.0550396,0.47046000000000004,0.6732819999999999,0.1186442,0.006423,0.0,0.40098199999999995,0.0,0.0,0.0
0.2,0.0,0.0,0.0,0.0,0.48602600000000007,0.31842400000000004,0.0,0.0676654,0.48475,0.693242,0.1706318,0.017196680000000002,0.0,0.4190180000000001,0.0,0.0,0.0
0.24,0.0,0.0,0.0,0.0,0.502072,0.388156,0.0,0.061656800000000005,0.474076,0.680254,0.1480228,0.0227272,0.0,0.45670199999999994,0.0,0.0,0.0
0.28,0.0,0.0,0.0,0.0,0.5190640000000001,0.42320599999999997,0.0,0.0902222,0.4861500000000001,0.6814300000000001,0.14176,0.06219,0.0,0.46236600000000005,0.0,0.0,0.0
0.32,0.0,0.0,0.0,0.0,0.5134500000000001,0.42152199999999995,0.0,0.09576520000000001,0.480654,0.6693739999999999,0.09044120000000001,0.05141640000000001,0.0,0.44137800000000005,0.0,0.0,0.0
0.36,0.0,0.0,0.0,0.0,0.503494,0.356822,0.0,0.09285940000000001,0.49112800000000006,0.677612,0.0643582,0.041039,0.0,0.39244,0.0,0.0,0.0
0.4,0.0,0.0,0.0,0.0,0.49702599999999997,0.314336,0.0,0.08352760000000001,0.482374,0.6878920000000001,0.06642060000000001,0.0,0.0,0.390624,0.0,0.0,0.0
0.44,0.0,0.0,0.0,0.0,0.49945000000000006,0.319232,0.0,0.0701466,0.47861000000000004,0.69555,0.0781362,0.00822154,0.0,0.393782,0.0,0.0,0.0
0.48,0.0,0.0,0.0,0.0,0.513708,0.37787400000000004,0.0,0.059543000000000006,0.47648,0.687926,0.1175214,0.00822154,0.0,0.404524,0.0,0.0,0.0
0.52,0.0,0.0,0.0,0.0,0.5147700000000001,0.42633000000000004,0.0,0.0523388,0.476264,0.668802,0.10504659999999999,0.00822154,0.0,0.381342,0.0,0.0,0.0
0.56,0.0,0.0,0.0,0.0,0.5040520000000001,0.44751199999999997,0.0,0.0371152,0.473494,0.6517180000000001,0.1059582,0.0,0.0,0.35860000000000003,0.0,0.0,0.0
0.6,0.0,0.0,0.0,0.0,0.4851780000000001,0.47245000000000004,0.0,0.021618000000000002,0.46312400000000004,0.602056,0.08710459999999999,0.0,0.0,0.32480000000000003,0.0,0.0,0.0
0.64,0.0,0.0,0.0,0.0,0.45949,0.443016,0.0,0.0,0.45202000000000003,0.570376,0.08770540000000002,0.0,0.0,0.304336,0.0,0.0,0.0
0.68,0.0,0.0,0.0,0.0,0.44142000000000003,0.37611400000000006,0.0,0.00291464,0.442322,0.5606099999999999,0.11032560000000001,0.0,0.0,0.29891400000000007,0.0,0.0,0.0
0.72,0.0,0.0,0.0,0.0,0.42598800000000003,0.374722,0.0,0.00291464,0.422786,0.541432,0.06955560000000001,0.01768468,0.0,0.30878200000000006,0.0,0.0,0.0
0.76,0.0,0.0,0.0,0.0,0.4205480000000001,0.42416000000000004,0.0,0.00291464,0.41850600000000004,0.526358,0.0447828,0.0383838,0.0,0.29933200000000004,0.0,0.0,0.0
0.8,0.0,0.0,0.0,0.0,0.4223780000000001,0.494452,0.0,0.0,0.42450000000000004,0.482494,0.028336800000000002,0.040853600000000004,0.0,0.28666400000000003,0.0,0.0,0.0
0.84,0.0,0.0,0.0,0.0,0.420704,0.479104,0.0,0.0,0.43380599999999997,0.49416400000000005,0.032431,0.023168800000000003,0.0,0.276048,0.0,0.0,0.0
0.88,0.0,0.0,0.0,0.0,0.416868,0.45337800000000006,0.0,0.0,0.4374640000000001,0.474414,0.0365004,0.00441626,0.0,0.25756,0.00964296,0.0,0.0
0.92,0.0,0.0,0.0,0.0,0.40862800000000005,0.4117080000000001,0.0,0.0,0.430964,0.47625000000000006,0.0446366,0.001946456,0.0,0.231182,0.00964296,0.0,0.0
0.96,0.0,0.0,0.0,0.0,0.40184800000000004,0.40285400000000005,0.0,0.0,0.422732,0.439252,0.1089464,0.001946456,0.0,0.20981200000000003,0.00964296,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.40182400000000007,0.4003340000000001,0.0,0.00517904,0.415886,0.42512,0.15985200000000002,0.02467,0.0,0.213368,0.012745739999999998,0.0,0.0
1.04,0.0,0.0,0.0,0.0,0.39824400000000004,0.41668400000000005,0.0,0.00517904,0.40507200000000004,0.41050800000000004,0.1710488,0.044342,0.0,0.22148800000000002,0.024509200000000002,0.0,0.0
1.08,0.0,0.0,0.0,0.0,0.39616,0.41310199999999997,0.0,0.00517904,0.41173000000000004,0.3871,0.15042120000000003,0.05341020000000001,0.0,0.22301400000000002,0.039342800000000004,0.0,0.0
1.12,0.0,0.0,0.0,0.0,0.392058,0.41916000000000003,0.0,0.0,0.40442400000000006,0.39013600000000004,0.1435582,0.031703600000000005,0.0,0.22167400000000004,0.0710762,0.0,0.0
1.16,0.0,0.0,0.0,0.0,0.38734599999999997,0.40808800000000006,0.0,0.0,0.39668400000000004,0.423234,0.12831900000000002,0.012031660000000003,0.0,0.218758,0.09094200000000002,0.0,0.0
1.2,0.0,0.0,0.0,0.0,0.38004400000000005,0.39268600000000004,0.0,0.0,0.38651,0.455952,0.11392200000000002,0.00296344,0.0,0.20793400000000004,0.1047194,0.0,0.0
1.24,0.0,0.0,0.0,0.0,0.38025000000000003,0.3671,0.0,0.0,0.395594,0.445676,0.07594680000000001,0.0,0.0,0.17784060000000002,0.1061588,0.00356106,0.0
1.28,0.0,0.0,0.0,0.0,0.39336800000000005,0.35904800000000003,0.0,0.0,0.41179,0.42666800000000005,0.0631276,0.0,0.0,0.1019024,0.1346066,0.00356106,0.0
1.32,0.0,0.0,0.0,0.0,0.4185,0.39660000000000006,0.00901098,0.0043804199999999995,0.42039400000000005,0.4450180000000001,0.029748200000000002,0.0,0.0,0.0416192,0.18803360000000002,0.021889600000000002,0.0
1.36,0.0,0.0,0.0,0.0,0.425484,0.35431199999999996,0.0331472,0.0369188,0.39331000000000005,0.455296,0.0275122,0.0,0.0,0.0,0.23932799999999999,0.021175600000000003,0.0
1.4,0.0,0.0,0.0,0.0,0.4122780000000001,0.314566,0.058893600000000004,0.06774319999999999,0.36845400000000006,0.44857400000000003,0.007900639999999999,0.0,0.0,0.0,0.30705000000000005,0.062613,0.0
1.44,0.0,0.0,0.0,0.0,0.39128,0.261392,0.08644840000000001,0.1061542,0.33420000000000005,0.42748200000000003,0.007900639999999999,0.0,0.0,0.0,0.335156,0.058891000000000006,0.0
1.48,0.0,0.0,0.006539840000000002,0.0,0.35729000000000005,0.268566,0.082598,0.1118358,0.30345400000000006,0.383456,0.0012190660000000002,0.0,0.0,0.0,0.33169400000000004,0.056043800000000005,0.0
1.52,0.0,0.0,0.013198080000000001,0.0,0.31909200000000004,0.283262,0.081434,0.08872040000000002,0.255636,0.329874,0.020443000000000003,0.0,0.0,0.0,0.27750800000000003,0.0201734,0.0
1.56,0.0,0.0,0.020199400000000003,0.0,0.282686,0.261418,0.06797760000000001,0.058378599999999996,0.213358,0.29310400000000003,0.06975859999999999,0.0,0.0,0.0,0.23856599999999997,0.0414566,0.0
1.6,0.0,0.0,0.0268862,0.0,0.275312,0.267784,0.0717432,0.054623000000000005,0.20068799999999998,0.30714,0.0964996,0.0,0.0,0.0,0.24046800000000002,0.049491400000000005,0.0
1.64,0.0,0.0,0.0382312,0.0,0.29855000000000004,0.24725000000000003,0.0721008,0.0967008,0.21058400000000002,0.342016,0.11771020000000001,0.0,0.0,0.0,0.262156,0.08115080000000001,0.0
1.68,0.0,0.0,0.04495520000000001,0.0,0.317132,0.29047400000000007,0.0726536,0.1441986,0.23936000000000002,0.352672,0.06839460000000001,0.0,0.00372404,0.0,0.30055800000000005,0.04734,0.0
1.72,0.0,0.0,0.050878599999999996,0.0,0.33006,0.31454800000000005,0.06571500000000001,0.16542220000000002,0.260912,0.33843,0.067832,0.0,0.00372404,0.0,0.300906,0.0577808,0.0
1.76,0.0,0.0,0.046645,0.0,0.32581000000000004,0.33027000000000006,0.052498,0.15250780000000003,0.274848,0.306678,0.027397400000000002,0.0,0.00372404,0.0,0.294092,0.0267408,0.0
1.8,0.0,0.0,0.0416404,0.0,0.321908,0.299936,0.045235,0.11358979999999999,0.26380200000000004,0.29526800000000003,0.049814,0.0,0.0,0.0,0.274552,0.0495828,0.0
1.84,0.0,0.0,0.0347344,0.0,0.321458,0.305084,0.0360008,0.0906016,0.257184,0.30438800000000005,0.047209,0.0,0.0,0.0,0.27420400000000006,0.031107199999999998,0.0
1.88,0.0,0.0,0.020965,0.0,0.32697400000000004,0.307168,0.024278000000000004,0.08492240000000001,0.26438599999999995,0.32846200000000003,0.09195160000000001,0.0,0.0,0.0,0.277224,0.0249208,0.0
1.92,0.0,0.0,0.012244380000000001,0.0,0.339982,0.320044,0.008888020000000002,0.09995100000000001,0.288184,0.347994,0.1227858,0.0,0.0,0.0,0.30605000000000004,0.0,0.0
1.96,0.0,0.0,0.0,0.0,0.35252400000000006,0.323682,0.011303,0.0857562,0.31422,0.35817800000000005,0.1171238,0.0,0.0,0.0,0.32248000000000004,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.35980800000000007,0.34500000000000003,0.0251934,0.0833058,0.333986,0.3594980000000001,0.11066180000000002,0.0,0.0,0.0,0.34203000000000006,0.034886600000000004,0.0
2.04,0.0,0.0,0.0,0.0,0.3641380000000001,0.32837400000000005,0.024184,0.0817438,0.349364,0.347974,0.0627648,0.0,0.0,0.0,0.33491800000000005,0.083495,0.0
2.08,0.0,0.0,0.0,0.0,0.37262,0.31814400000000004,0.0240106,0.08902260000000001,0.35350800000000004,0.3644780000000001,0.0436344,0.0,0.0,0.0,0.327378,0.1276528,0.0
2.12,0.0,0.0,0.0,0.0,0.37971,0.29500000000000004,0.010120180000000001,0.0736654,0.34703,0.360346,0.018716760000000002,0.0,0.0,0.0,0.31825600000000004,0.100396,0.0
2.16,0.0,0.0,0.0,0.0,0.38546,0.32165400000000005,0.01208792,0.04612340000000001,0.32573,0.33124400000000004,0.041087,0.0,0.0049481,0.0,0.301204,0.0523392,0.0
2.2,0.0,0.0,0.001559444,0.0,0.366808,0.30744400000000005,0.005674940000000001,0.022370200000000003,0.295218,0.30263400000000007,0.05910100000000001,0.0,0.0049481,0.0,0.253184,0.008181360000000002,0.0
2.24,0.0,0.0,0.0041080199999999996,0.0,0.33813800000000005,0.269588,0.005674940000000001,0.01530558,0.26084999999999997,0.279854,0.09069959999999999,0.0,0.0049481,0.0,0.19938560000000002,0.01552682,0.0
2.28,0.0,0.0,0.0041080199999999996,0.0,0.31010400000000005,0.222972,0.0037072200000000002,0.00835162,0.240842,0.288482,0.0629756,0.0,0.0,0.0,0.1501442,0.0149751,0.0
2.32,0.0,0.0,0.00254856,0.0,0.29298599999999997,0.20871,0.0,0.00632122,0.23178200000000004,0.291656,0.0449616,0.0,0.0,9.132420000000001e-05,0.1599372,0.0287022,0.0
2.36,0.0,0.0,0.013235460000000003,0.0,0.29522400000000004,0.26282400000000006,0.00864836,0.007338380000000002,0.24591400000000002,0.29938400000000004,0.01068774,0.0,0.0,9.132420000000001e-05,0.14754940000000002,0.013727000000000001,0.0
2.4,0.0,0.0,0.022667800000000002,0.0,0.30598400000000003,0.31952400000000003,0.00864836,0.014743820000000003,0.25024599999999997,0.30415400000000004,0.024835,0.0,0.0,9.132420000000001e-05,0.18569060000000004,0.013727000000000001,0.0
2.44,0.0,0.0,0.036797199999999995,0.0,0.322806,0.35372800000000004,0.0280136,0.024475,0.26174400000000003,0.286212,0.031053600000000004,0.0,0.0,0.0,0.20783800000000002,0.027044600000000002,0.0
2.48,0.0,0.0,0.03959940000000001,0.0,0.33768800000000004,0.35960400000000003,0.0265352,0.0320924,0.27528,0.28013,0.026925,0.0,0.0,0.0,0.276006,0.063039,0.0
2.52,0.0,0.0,0.030167,0.0,0.34320800000000007,0.31570600000000004,0.0299338,0.0248924,0.297142,0.287698,0.024797600000000003,0.0,0.0,0.0,0.303278,0.09664,0.0
2.56,0.0,0.0,0.016037520000000003,0.0,0.35646,0.28805000000000003,0.01056862,0.01516128,0.31778,0.301132,0.0239438,0.0,0.0,0.0,0.323184,0.11183160000000002,0.0
2.6,0.0,0.0,0.0,0.0,0.36777800000000005,0.27515400000000007,0.00339866,0.013574000000000001,0.326046,0.319548,0.054220800000000006,0.0,0.0,0.0,0.33493,0.08654860000000002,0.0
2.64,0.0,0.0,0.0,0.0,0.377842,0.259678,0.00935982,0.01667056,0.337522,0.36023400000000005,0.055730400000000006,0.0,0.0,0.0,0.33526,0.058622,0.0
2.68,0.0,0.0,0.0,0.0,0.380832,0.21760000000000002,0.00977306,0.022217399999999998,0.36013800000000007,0.398876,0.0667578,0.0,0.0,0.0,0.33348800000000006,0.048288000000000005,0.0
2.72,0.0,0.0,0.0,0.0,0.39070800000000006,0.20338599999999998,0.00977306,0.025977,0.37150800000000006,0.439844,0.06491040000000001,0.0,0.0,0.0,0.311756,0.055341600000000005,0.0
