time,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r
0.0,0.0,0.0,0.07990580000000001,0.0,0.18979540000000003,0.08198260000000002,0.0,0.00785902,0.08212459999999999,0.0412524,0.0,0.0,0.0,0.0,0.6581800000000001,1.0,0.37891
0.04,0.030051400000000002,0.0,0.12065340000000001,0.0,0.1566478,0.1506808,0.0,0.0514888,0.07660220000000001,0.01967098,0.0,0.0,0.0,0.0,0.681474,0.992446,0.398262
0.08,0.040509,0.0,0.162532,0.0,0.1394476,0.17547700000000002,0.0,0.08539160000000001,0.08385680000000001,0.0314964,0.0,0.0,0.0,0.0,0.723338,0.992446,0.418342
0.12,0.050379200000000006,0.0,0.1966096,0.0,0.1381198,0.194137,0.0,0.08929700000000002,0.07516400000000001,0.0465042,0.0,0.0,0.0,0.0,0.7994439999999999,0.926488,0.4424580000000001
0.16,0.0581684,0.0,0.209526,0.0,0.1353418,0.14330600000000002,0.0,0.0946816,0.0754322,0.04058400000000001,0.0,0.0,0.0,0.0,0.841118,0.926488,0.44589999999999996
0.2,0.0797766,0.0,0.20141200000000004,0.0,0.1346674,0.1406538,0.0,0.0700472,0.07242720000000001,0.01618648,0.0,0.0,0.0,0.0,0.8703799999999999,0.926488,0.45408000000000004
0.24,0.10140420000000001,0.0,0.206406,0.0,0.1264074,0.08365299999999999,0.0,0.09476180000000001,0.08980080000000001,0.007272239999999999,0.019252360000000003,0.0,0.0,0.0,0.9179520000000001,1.0,0.450788
0.28,0.0886156,0.0,0.19602340000000001,0.0,0.11121120000000001,0.08696020000000002,0.0,0.0646676,0.1013332,0.007272239999999999,0.019252360000000003,0.0,0.0,0.0,0.957184,1.0,0.45342000000000005
0.32,0.08999440000000002,0.0,0.20351400000000003,0.0,0.0952964,0.048929600000000004,0.0,0.0692866,0.1100962,0.006093600000000001,0.0231374,0.0,0.0,0.0,1.0,1.0,0.450032
0.36,0.0793798,0.0,0.1787346,0.0,0.0880882,0.0572074,0.0,0.0418854,0.11547620000000001,0.01744694,0.0038850000000000004,0.0,0.0,0.0,0.9687380000000001,1.0,0.4500780000000001
0.4,0.087299,0.0,0.18456740000000005,0.0,0.1062714,0.0958122,0.0,0.06203380000000001,0.1252308,0.05290600000000001,0.005695080000000001,0.0,0.0,0.0,0.85275,1.0,0.44623
0.44,0.08185880000000001,0.0,0.1602644,0.0,0.11843900000000002,0.1472872,0.0,0.0596594,0.11387100000000001,0.0626984,0.01152734,0.0,0.0,0.0,0.7024960000000001,1.0,0.4403540000000001
0.48,0.0826956,0.0,0.141918,0.0,0.12399080000000001,0.17989540000000004,0.0,0.047371800000000006,0.09124260000000001,0.0452516,0.01152734,0.0,0.0,0.0,0.581268,0.9736460000000001,0.43721
0.52,0.09169500000000001,0.0,0.12360340000000002,0.0,0.12257639999999999,0.17280520000000002,0.0,0.018416860000000004,0.0651038,0.009792519999999999,0.009717280000000002,0.0,0.0,0.0,0.5513480000000001,0.96867,0.4350940000000001
0.56,0.09990879999999999,0.0,0.11462780000000002,0.0,0.12359260000000001,0.1474092,0.0,0.00428438,0.06291100000000001,0.0,0.0,0.0,0.0,0.0,0.5760680000000001,0.9398460000000001,0.43682600000000005
0.6,0.1275494,0.0,0.1412838,0.0,0.12826600000000002,0.1364034,0.0,0.024215,0.0741346,0.0,0.0,0.0,0.0,0.0,0.638092,0.9662000000000002,0.42988200000000004
